diameter,albedo,id,name,pha_flag,magnitude_h,eccentricity,semi_major_axis,perihelion,inclination,n,per,per_y,moid_au,class_name,dataset_type,cluster_label
,,3838248,       (2019 CO4),0,18.81,0.8363,2.849,0.466,44.65,0.2049,1760.0,4.81,0.303,APO,unmeasured,1
,,54403798,       (2023 VA4),0,25.3,0.5635,2.382,1.04,4.22,0.2681,1340.0,3.68,0.0471,AMO,unmeasured,0
,,3674072,       (2014 MW26),0,22.84,0.1307,1.203,1.046,11.23,0.7472,482.0,1.32,0.0435,AMO,unmeasured,2
,,3719152,       (2015 JP),0,22.78,0.177,1.306,1.075,19.95,0.6602,545.0,1.49,0.0928,AMO,unmeasured,2
,,20476601,476601 (2008 SE85),1,19.8,0.5252,1.626,0.772,29.61,0.4755,757.0,2.07,0.0258,APO,unmeasured,1
,,54377960,       (2023 QT3),0,21.64,0.4395,1.906,1.068,28.81,0.3746,961.0,2.63,0.315,AMO,unmeasured,1
,,54154694,       (2021 LA1),0,25.22,0.1801,1.216,0.997,11.73,0.7353,490.0,1.34,0.044,APO,unmeasured,2
,,54339217,       (2023 AN2),0,20.2,0.5319,2.561,1.199,5.79,0.2404,1500.0,4.1,0.233,AMO,unmeasured,0
,,3842658,       (2019 KF4),0,22.3,0.5279,1.71,0.807,10.32,0.4407,817.0,2.24,0.0771,APO,unmeasured,0
,,3704149,       (2015 BB4),0,23.82,0.1612,1.363,1.144,1.73,0.6191,581.0,1.59,0.158,AMO,unmeasured,2
,,3666429,       (2014 FX6),0,24.8,0.5128,1.797,0.876,0.96,0.409,880.0,2.41,0.00265,APO,unmeasured,0
,,3826633,       (2018 PH8),0,25.0,0.5277,2.175,1.027,0.31,0.3073,1170.0,3.21,0.0123,AMO,unmeasured,0
,,54055060,       (2020 TQ1),0,24.2,0.3839,1.664,1.025,0.31,0.4593,784.0,2.15,0.0191,AMO,unmeasured,2
,,54445848,       (2024 LE1),0,26.31,0.2528,1.31,0.979,15.76,0.6574,548.0,1.5,0.0206,APO,unmeasured,2
,,3739700,       (2016 AM131),0,19.79,0.5987,1.718,0.69,7.88,0.4375,823.0,2.25,0.13,APO,unmeasured,0
,,20331876,331876 (2004 CL),1,20.56,0.536,1.284,0.596,13.31,0.6771,532.0,1.46,0.0233,APO,unmeasured,2
,,3291103,       (2005 SS1),0,26.1,0.5141,1.981,0.963,2.87,0.3534,1020.0,2.79,0.0069,APO,unmeasured,0
,,54506557,       (2024 XV16),0,20.41,0.5824,2.194,0.916,19.89,0.3032,1190.0,3.25,0.0638,APO,unmeasured,0
,,54524115,       (2025 FE1),0,25.79,0.3606,1.607,1.028,3.26,0.4837,744.0,2.04,0.069,AMO,unmeasured,2
,,54471386,       (2024 RE22),0,21.06,0.4821,2.244,1.162,28.87,0.2932,1230.0,3.36,0.159,AMO,unmeasured,1
,,3017308,       (1999 AM10),0,21.0,0.5134,1.801,0.876,6.8,0.4079,883.0,2.42,0.0615,APO,unmeasured,0
,,3771451,       (2017 EP13),0,20.9,0.4628,2.267,1.218,22.13,0.2887,1250.0,3.41,0.404,AMO,unmeasured,1
,,54134937,       (2021 GV1),0,26.0,0.4988,2.098,1.052,2.71,0.3243,1110.0,3.04,0.0542,AMO,unmeasured,0
,,3838894,       (2019 ET),0,24.5,0.1634,1.136,0.95,27.08,0.8143,442.0,1.21,0.0199,APO,unmeasured,2
,,54495996,       (2024 UX3),0,24.84,0.6247,2.57,0.964,2.13,0.2393,1500.0,4.12,0.00259,APO,unmeasured,0
,,54527600,       (2025 HU3),0,25.71,0.544,2.254,1.028,2.82,0.2912,1240.0,3.38,0.0118,AMO,unmeasured,0
,,54414586,       (2023 XD4),0,20.3,0.5032,2.419,1.202,26.28,0.262,1370.0,3.76,0.222,AMO,unmeasured,1
,,3423763,       (2008 PK9),0,23.2,0.7245,1.637,0.451,27.39,0.4705,765.0,2.09,0.00523,APO,unmeasured,1
,,54272760,       (2022 GF4),0,25.79,0.4898,1.153,0.588,0.8,0.7959,452.0,1.24,0.00717,APO,unmeasured,2
,,54494099,       (2024 TC22),0,24.66,0.8431,2.371,0.372,3.43,0.2699,1330.0,3.65,0.00974,APO,unmeasured,0
,,54505722,       (2024 XY10),0,26.66,0.3966,0.81,0.489,13.07,1.352,266.0,0.729,0.0929,ATE,unmeasured,2
,,3734467,       (2015 VC105),0,25.2,0.3236,1.504,1.017,4.27,0.5345,674.0,1.84,0.0211,AMO,unmeasured,2
,,3734187,       (2015 VJ66),0,23.3,0.4371,1.977,1.113,32.72,0.3547,1020.0,2.78,0.121,AMO,unmeasured,1
,,54506553,       (2024 XR16),0,22.23,0.7658,2.451,0.574,18.69,0.2568,1400.0,3.84,0.084,APO,unmeasured,0
,,54054369,       (2020 RZ7),0,25.0,0.3173,1.697,1.159,6.84,0.4458,808.0,2.21,0.156,AMO,unmeasured,2
,,3623948,       (2013 AO60),0,21.33,0.6482,2.498,0.879,8.19,0.2496,1440.0,3.95,0.0656,APO,unmeasured,0
,,3771018,       (2017 EZ2),0,25.1,0.0732,1.085,1.006,19.73,0.872,413.0,1.13,0.0141,APO,unmeasured,2
,,54533166,       (2025 KP2),0,24.37,0.562,2.449,1.073,6.69,0.2571,1400.0,3.83,0.0702,AMO,unmeasured,0
,,54505052,       (2024 XU9),0,25.12,0.4456,1.167,0.647,16.02,0.7823,460.0,1.26,0.0284,APO,unmeasured,2
,,3605663,       (2012 LQ7),0,24.1,0.5292,2.341,1.102,10.21,0.2752,1310.0,3.58,0.0982,AMO,unmeasured,0
,,3843635,       (2019 QY3),0,24.5,0.5406,2.149,0.987,1.43,0.3128,1150.0,3.15,0.0217,APO,unmeasured,0
,,3744693,       (2016 DF),0,27.1,0.0644,1.091,1.02,4.58,0.8654,416.0,1.14,0.032,AMO,unmeasured,2
,,3647271,       (2013 RE21),0,19.7,0.5048,2.55,1.263,6.08,0.2421,1490.0,4.07,0.273,AMO,unmeasured,0
,,3408697,       (2008 GU20),0,23.16,0.412,1.924,1.131,5.62,0.3692,975.0,2.67,0.13,AMO,unmeasured,0
,,54144103,       (2021 JH2),0,19.35,0.5263,2.179,1.032,6.6,0.3065,1170.0,3.22,0.0675,AMO,unmeasured,0
,,54062083,       (2020 TV4),0,26.1,0.7259,2.447,0.671,7.7,0.2575,1400.0,3.83,0.0171,APO,unmeasured,0
,,3713974,       (2015 FN34),0,26.7,0.4239,1.574,0.907,11.16,0.4992,721.0,1.97,0.0199,APO,unmeasured,2
,,54276977,       (2022 HH3),0,19.75,0.6979,1.207,0.365,22.5,0.7429,485.0,1.33,0.119,APO,unmeasured,1
,,54216377,       (2021 VD4),0,23.49,0.3526,1.192,0.771,10.17,0.7576,475.0,1.3,0.0859,APO,unmeasured,2
,,54505720,       (2024 XN10),0,25.27,0.3532,1.729,1.118,5.46,0.4335,830.0,2.27,0.135,AMO,unmeasured,2
,,54131211,       (2021 EW2),0,22.04,0.5985,1.468,0.59,9.34,0.5539,650.0,1.78,0.0215,APO,unmeasured,0
,,54305244,       (2022 ST3),0,25.26,0.6597,2.045,0.696,2.64,0.3371,1070.0,2.92,0.0424,APO,unmeasured,0
,,3738917,       (2015 YH1),0,25.2,0.444,1.514,0.842,24.89,0.5291,680.0,1.86,0.0489,APO,unmeasured,1
,,54529312,       (2025 JO1),0,23.46,0.1671,0.9512,0.792,19.49,1.062,339.0,0.928,0.0971,ATE,unmeasured,2
,,3624058,       (2013 AR72),0,25.18,0.331,1.424,0.952,31.27,0.5802,620.0,1.7,0.0985,APO,unmeasured,1
,,54510154,       (2024 YX5),0,25.75,0.4245,1.555,0.895,6.86,0.5084,708.0,1.94,0.0161,APO,unmeasured,2
2.517,0.092,20038091, 38091 (1999 JT3),0,16.3,0.4011,2.17,1.299,9.33,0.3084,1170.0,3.2,0.306,AMO,unmeasured,0
,,3798969,       (2018 BE6),0,24.5,0.5522,1.872,0.838,20.64,0.3848,935.0,2.56,0.00412,APO,unmeasured,0
,,54115839,       (2021 CC6),0,30.15,0.4704,1.408,0.746,1.13,0.5896,611.0,1.67,0.00108,APO,unmeasured,2
,,20041440, 41440 (2000 HZ23),0,19.88,0.2114,1.576,1.242,15.11,0.4984,722.0,1.98,0.235,AMO,unmeasured,2
,,3608473,       (2012 RL2),0,23.7,0.4106,1.749,1.031,3.21,0.4262,845.0,2.31,0.0515,AMO,unmeasured,2
,,54016455,       (2020 GV),0,26.3,0.4731,1.929,1.016,2.79,0.368,978.0,2.68,0.0268,APO,unmeasured,0
,,54545156,       (2025 RF3),0,24.75,0.2516,1.188,0.889,5.62,0.7616,473.0,1.29,0.0186,APO,unmeasured,2
,,3425605,       (2008 QZ),0,20.47,0.4233,2.169,1.251,6.83,0.3085,1170.0,3.19,0.246,AMO,unmeasured,0
,,54373189,       (2023 LM1),0,28.49,0.552,2.197,0.984,3.46,0.3026,1190.0,3.26,0.00418,APO,unmeasured,0
,,20306431,306431 (1998 SR49),0,17.55,0.5322,2.482,1.161,29.12,0.2521,1430.0,3.91,0.303,AMO,unmeasured,1
,,3364306,       (2006 YX2),0,24.1,0.166,1.009,0.841,28.73,0.973,370.0,1.01,0.0661,APO,unmeasured,2
,,54392054,       (2023 TX2),0,25.46,0.5539,2.274,1.014,3.41,0.2875,1250.0,3.43,0.0222,APO,unmeasured,0
,,20867840,867840 (2016 AO131),0,24.3,0.2508,1.309,0.981,4.52,0.6583,547.0,1.5,0.039,APO,unmeasured,2
,,3395958,       (2007 WP3),0,23.5,0.4467,1.486,0.822,10.68,0.5442,662.0,1.81,0.00287,APO,unmeasured,2
,,3621815,       (2013 AC),0,25.2,0.4045,1.682,1.001,1.96,0.452,796.0,2.18,0.0299,APO,unmeasured,2
,,54525638,       (2025 FF18),0,25.84,0.2513,1.026,0.768,1.68,0.949,379.0,1.04,0.00971,APO,unmeasured,2
,,3843842,       (2019 RL3),0,21.64,0.5417,1.342,0.615,10.05,0.6337,568.0,1.56,0.144,APO,unmeasured,2
,,54144285,       (2021 JF3),0,24.22,0.5813,2.2,0.921,3.32,0.3021,1190.0,3.26,0.0307,APO,unmeasured,0
,,3732686,       (2015 UT52),0,20.93,0.4086,2.042,1.207,5.21,0.3379,1070.0,2.92,0.222,AMO,unmeasured,0
,,3432704,       (2008 UT2),0,25.1,0.4843,1.808,0.932,7.59,0.4055,888.0,2.43,0.024,APO,unmeasured,0
,,54544996,       (2025 RE2),0,24.38,0.366,1.68,1.065,8.84,0.4526,795.0,2.18,0.139,AMO,unmeasured,2
,,3825605,       (2018 NU2),0,24.4,0.5615,2.608,1.144,1.77,0.234,1540.0,4.21,0.131,AMO,unmeasured,0
,,3735453,       (2015 WN1),0,26.3,0.3713,1.41,0.887,0.5,0.5885,612.0,1.67,0.000436,APO,unmeasured,2
,,3267370,       (2005 CU38),0,23.9,0.5663,1.745,0.757,8.03,0.4277,842.0,2.3,0.0336,APO,unmeasured,0
,,54546467,       (2025 ST2),0,23.81,0.5415,2.352,1.079,6.13,0.2732,1320.0,3.61,0.0651,AMO,unmeasured,0
,,54359260,       (2023 KW),0,22.92,0.3552,1.077,0.694,2.94,0.882,408.0,1.12,0.0459,APO,unmeasured,2
,,3511895,       (2010 EN44),0,24.12,0.19,1.179,0.955,10.89,0.7701,467.0,1.28,0.024,APO,unmeasured,2
,,3551407,       (2010 VE139),0,22.12,0.4895,2.374,1.212,6.77,0.2695,1340.0,3.66,0.234,AMO,unmeasured,0
,,3385159,       (2007 RL133),0,20.3,0.5556,2.449,1.088,12.55,0.2571,1400.0,3.83,0.236,AMO,unmeasured,0
,,54372216,       (2023 LO),0,27.57,0.3393,1.554,1.027,2.79,0.509,707.0,1.94,0.00925,AMO,unmeasured,2
,,3588900,       (2011 WD39),0,19.35,0.5411,1.302,0.598,59.5,0.6634,543.0,1.49,0.412,APO,unmeasured,1
,,3763329,       (2016 VN),0,20.06,0.452,2.369,1.298,9.02,0.2704,1330.0,3.65,0.293,AMO,unmeasured,0
,,20678861,678861 (2017 YH),0,18.12,0.4823,0.6346,0.329,19.85,1.95,185.0,0.506,0.116,IEO,unmeasured,2
,,54087486,       (2020 VB1),0,21.51,0.2655,1.557,1.143,3.97,0.5074,709.0,1.94,0.174,AMO,unmeasured,2
,,3829494,       (2018 RE8),0,27.1,0.4089,1.516,0.896,5.61,0.5279,682.0,1.87,0.00142,APO,unmeasured,2
,,3626085,       (2013 CR35),0,22.4,0.4118,1.639,0.964,7.47,0.4699,766.0,2.1,0.0307,APO,unmeasured,2
,,3843108,       (2019 NE1),0,21.59,0.3225,1.423,0.964,33.72,0.5805,620.0,1.7,0.161,APO,unmeasured,1
,,20292165,292165 (2006 SC6),0,18.11,0.5806,1.203,0.505,30.26,0.7471,482.0,1.32,0.466,APO,unmeasured,1
,,54527122,       (2025 HG),0,26.62,0.3007,0.8834,0.618,18.95,1.187,303.0,0.83,0.0016,ATE,unmeasured,2
,,54016955,       (2020 JG),0,25.8,0.467,0.8651,0.461,6.1,1.225,294.0,0.805,0.00121,ATE,unmeasured,2
,,54305645,       (2022 SE4),0,26.51,0.2385,1.077,0.82,9.94,0.8823,408.0,1.12,0.00389,APO,unmeasured,2
,,3838075,       (2019 BZ4),0,26.27,0.3724,1.595,1.001,1.81,0.4894,736.0,2.01,0.0175,APO,unmeasured,2
,,3405148,       (2008 EA8),0,22.34,0.6737,0.9578,0.313,1.78,1.051,342.0,0.937,0.00569,ATE,unmeasured,0
,,54208040,       (2021 TM10),0,24.67,0.4211,1.873,1.084,38.56,0.3846,936.0,2.56,0.0898,AMO,unmeasured,1
,,54374210,       (2023 MV4),0,22.96,0.5863,2.735,1.132,37.38,0.2179,1650.0,4.52,0.124,AMO,unmeasured,1
,,54338709,       (2023 AR),0,25.02,0.8464,1.842,0.283,7.07,0.3943,913.0,2.5,0.00545,APO,unmeasured,0
,,54016678,       (2020 HY3),0,23.1,0.4251,1.094,0.629,16.84,0.8611,418.0,1.14,0.0607,APO,unmeasured,2
,,3566698,       (2011 KX15),0,26.6,0.2903,1.478,1.049,5.45,0.5483,657.0,1.8,0.0382,AMO,unmeasured,2
,,3893741,       (2015 NV28),0,17.97,0.5951,3.165,1.281,24.78,0.1751,2060.0,5.63,0.366,AMO,unmeasured,0
,,3787086,       (2017 UG1),0,27.8,0.4376,1.819,1.023,3.86,0.4016,896.0,2.45,0.0287,AMO,unmeasured,0
,,3734647,       (2015 VE106),0,24.3,0.2221,1.261,0.981,9.39,0.6959,517.0,1.42,0.0029,APO,unmeasured,2
,,54352939,       (2023 FC7),0,23.15,0.648,2.465,0.868,9.79,0.2547,1410.0,3.87,0.095,APO,unmeasured,0
,,20835579,835579 (2011 SM68),1,19.62,0.6642,1.396,0.469,19.24,0.5977,602.0,1.65,0.000567,APO,unmeasured,0
,,20085490, 85490 (1997 SE5),0,14.8,0.6599,3.765,1.28,2.58,0.1349,2670.0,7.31,0.276,AMO,unmeasured,0
,,3837787,       (2019 AD9),0,23.85,0.2326,1.301,0.999,9.51,0.664,542.0,1.48,0.124,APO,unmeasured,2
,,3020976,       (1999 JZ10),1,22.22,0.4732,1.306,0.688,25.92,0.6602,545.0,1.49,0.0376,APO,unmeasured,1
,,54016565,       (2020 HV),0,28.8,0.3311,1.425,0.953,2.81,0.5796,621.0,1.7,0.00268,APO,unmeasured,2
,,54540048,       (2025 PN1),0,24.15,0.2123,1.335,1.052,22.29,0.639,563.0,1.54,0.0431,AMO,unmeasured,2
,,3711174,       (2015 DD155),0,22.02,0.0524,1.291,1.223,5.67,0.6722,536.0,1.47,0.229,AMO,unmeasured,2
,,3878600,       (2019 TA4),0,20.34,0.6837,2.341,0.74,27.45,0.2752,1310.0,3.58,0.0531,APO,unmeasured,1
,,3582520,       (2011 UZ63),0,22.39,0.287,1.777,1.267,20.84,0.4162,865.0,2.37,0.275,AMO,unmeasured,2
,,3459811,       (2009 JQ2),0,21.3,0.3245,1.548,1.046,36.19,0.5118,703.0,1.93,0.197,AMO,unmeasured,1
,,54290863,       (2022 OT),0,27.9,0.2749,1.019,0.739,4.58,0.9589,375.0,1.03,0.00117,APO,unmeasured,2
,,3766326,       (2017 AZ3),0,30.0,0.2704,1.297,0.946,4.03,0.6676,539.0,1.48,0.00231,APO,unmeasured,2
,,54390658,       (2023 TF),0,22.77,0.7153,2.26,0.643,6.41,0.29,1240.0,3.4,0.0434,APO,unmeasured,0
,,20410832,410832 (2009 QO8),0,19.28,0.3424,1.882,1.238,32.99,0.3818,943.0,2.58,0.46,AMO,unmeasured,1
,,54051133,       (2020 PP5),0,19.12,0.8056,2.545,0.495,32.61,0.2428,1480.0,4.06,0.481,APO,unmeasured,1
,,54380893,       (2023 RN2),0,22.11,0.6542,1.737,0.601,36.77,0.4305,836.0,2.29,0.0272,APO,unmeasured,1
,,54318592,       (2022 UP5),0,25.09,0.6143,2.584,0.997,2.36,0.2372,1520.0,4.15,0.0147,APO,unmeasured,0
,,3799840,       (2018 EN2),0,22.0,0.8177,2.511,0.458,5.17,0.2478,1450.0,3.98,0.0819,APO,unmeasured,0
,,54418651,       (2024 AE),0,25.1,0.3906,1.271,0.775,7.17,0.6875,524.0,1.43,0.0044,APO,unmeasured,2
,,3645653,       (2013 PC39),0,24.2,0.4778,2.189,1.143,3.19,0.3042,1180.0,3.24,0.133,AMO,unmeasured,0
,,3726785,       (2015 RD2),0,19.26,0.3927,1.745,1.06,14.67,0.4276,842.0,2.31,0.135,AMO,unmeasured,2
,,54276469,       (2022 HA2),0,25.0,0.1796,1.082,0.888,23.1,0.8756,411.0,1.13,0.0249,APO,unmeasured,2
,,3554015,       (2010 XB73),0,21.8,0.3435,1.806,1.186,3.82,0.406,887.0,2.43,0.201,AMO,unmeasured,2
,,3724213,       (2015 OO),0,22.2,0.4152,1.416,0.828,6.87,0.585,615.0,1.68,0.033,APO,unmeasured,2
,,20141053,141053 (2001 XT1),1,18.86,0.5795,1.528,0.643,2.73,0.5216,690.0,1.89,0.0413,APO,unmeasured,0
,,3686272,       (2014 QN434),0,25.0,0.0783,1.182,1.089,14.84,0.7671,469.0,1.28,0.0883,AMO,unmeasured,2
,,3682927,       (2014 QZ265),0,25.3,0.2529,0.9617,0.719,26.27,1.045,344.0,0.943,0.0256,ATE,unmeasured,2
,,54383801,       (2023 RD15),0,26.89,0.1849,0.9742,0.794,2.12,1.025,351.0,0.962,0.0151,ATE,unmeasured,2
,,54502157,       (2024 WA14),0,22.28,0.2889,1.523,1.083,28.7,0.5243,687.0,1.88,0.154,AMO,unmeasured,1
,,3825023,       (2018 KO2),0,23.5,0.2178,1.239,0.969,38.82,0.7147,504.0,1.38,0.0786,APO,unmeasured,1
,,54291769,       (2022 OK2),0,23.94,0.4999,2.343,1.172,7.91,0.2748,1310.0,3.59,0.161,AMO,unmeasured,0
,,3092260,       (2000 HO40),0,22.3,0.5171,0.7462,0.36,5.84,1.529,235.0,0.645,0.0379,ATE,unmeasured,2
,,3835896,       (2018 VK),0,24.94,0.5503,1.831,0.824,2.93,0.3977,905.0,2.48,0.00412,APO,unmeasured,0
,,3795103,       (2017 YW5),0,23.0,0.3118,1.27,0.874,6.77,0.6883,523.0,1.43,0.0959,APO,unmeasured,2
,,3843558,       (2019 PF3),0,21.0,0.3209,1.739,1.181,19.32,0.4299,837.0,2.29,0.167,AMO,unmeasured,2
,,3483293,       (2009 XA2),0,23.2,0.4584,1.573,0.852,26.63,0.4994,721.0,1.97,0.0792,APO,unmeasured,1
,,54408201,       (2023 WA3),0,24.1,0.2515,1.366,1.022,19.6,0.6175,583.0,1.6,0.0387,AMO,unmeasured,2
,,3297202,       (2005 UC3),0,27.1,0.5451,2.178,0.991,0.25,0.3066,1170.0,3.21,0.00125,APO,unmeasured,0
,,3522159,       (2010 JL88),0,26.8,0.5039,1.425,0.707,0.09,0.5791,622.0,1.7,0.000909,APO,unmeasured,2
,,3838129,       (2019 CU1),1,21.36,0.5172,1.78,0.86,1.76,0.4149,868.0,2.38,0.0141,APO,unmeasured,0
,,20067367, 67367 (2000 LY27),1,17.08,0.2126,1.309,1.03,9.02,0.6585,547.0,1.5,0.0466,AMO,unmeasured,2
,,3840889,       (2019 GX5),0,25.5,0.4104,1.513,0.892,4.55,0.5295,680.0,1.86,0.0021,APO,unmeasured,2
,,3771612,       (2017 FA1),0,23.8,0.5487,1.928,0.87,7.54,0.3681,978.0,2.68,0.0256,APO,unmeasured,0
,,54276377,       (2022 HK1),0,28.44,0.298,1.418,0.996,3.62,0.5836,617.0,1.69,0.00759,APO,unmeasured,2
,,54294030,       (2022 PH1),0,24.78,0.1022,1.165,1.046,24.49,0.7836,459.0,1.26,0.123,AMO,unmeasured,2
,,54195858,       (2021 RT9),0,23.02,0.3775,1.696,1.056,29.24,0.4461,807.0,2.21,0.182,AMO,unmeasured,1
,,54198193,       (2021 RV19),0,26.34,0.1352,1.055,0.912,17.22,0.9099,396.0,1.08,0.019,APO,unmeasured,2
,,54277093,       (2022 JA),0,23.86,0.4884,1.991,1.018,8.66,0.3509,1030.0,2.81,0.0253,AMO,unmeasured,0
,,54506147,       (2024 XE15),0,22.57,0.2773,1.426,1.031,30.62,0.5785,622.0,1.7,0.133,AMO,unmeasured,1
,,54560905,       (2025 VQ),0,25.76,0.6002,2.467,0.986,16.31,0.2543,1420.0,3.88,0.00761,APO,unmeasured,0
,,3261400,       (2004 VW),0,23.1,0.5141,1.501,0.729,12.69,0.5362,671.0,1.84,0.00259,APO,unmeasured,2
,,3795155,       (2017 YF8),0,25.8,0.495,1.917,0.968,4.62,0.3713,969.0,2.65,0.00421,APO,unmeasured,0
,,3278321,       (2005 JF108),0,19.04,0.7852,2.021,0.434,17.82,0.343,1050.0,2.87,0.251,APO,unmeasured,0
,,20523732,523732 (2014 PG51),1,20.66,0.4527,1.206,0.66,3.79,0.7443,484.0,1.32,0.023,APO,unmeasured,2
,,54256788,       (2022 EO6),0,25.49,0.4149,1.494,0.874,34.28,0.5398,667.0,1.83,0.00989,APO,unmeasured,1
,,20154347,154347 (2002 XK4),0,16.09,0.6919,1.85,0.57,17.74,0.3916,919.0,2.52,0.27,APO,unmeasured,0
,,54213615,       (2021 UB4),0,24.97,0.5568,2.48,1.099,1.97,0.2524,1430.0,3.9,0.112,AMO,unmeasured,0
,,54280675,       (2022 KM4),1,20.95,0.7815,2.072,0.453,5.36,0.3305,1090.0,2.98,0.00537,APO,unmeasured,0
,,3177206,       (2004 FY1),0,26.3,0.5881,1.953,0.805,8.98,0.361,997.0,2.73,0.000407,APO,unmeasured,0
,,3802588,       (2018 GP4),0,26.5,0.3414,1.415,0.932,10.13,0.5856,615.0,1.68,0.0264,APO,unmeasured,2
,,3823893,       (2018 JW),0,25.9,0.5647,2.09,0.91,5.29,0.3261,1100.0,3.02,0.0164,APO,unmeasured,0
,,3694461,       (2014 UA57),0,25.9,0.536,2.182,1.012,1.6,0.3059,1180.0,3.22,0.0362,APO,unmeasured,0
,,3842756,       (2019 LD1),0,21.27,0.4851,2.408,1.24,15.26,0.2638,1360.0,3.74,0.232,AMO,unmeasured,0
,,54214717,       (2021 UT6),0,19.74,0.4016,1.889,1.131,11.82,0.3795,949.0,2.6,0.132,AMO,unmeasured,2
,,3673167,       (2014 KA91),0,25.5,0.2782,1.257,0.907,9.23,0.6992,515.0,1.41,0.0186,APO,unmeasured,2
,,54338710,       (2023 AS),0,27.49,0.1624,1.115,0.934,9.26,0.8367,430.0,1.18,0.00309,APO,unmeasured,2
,,54178148,       (2021 PU1),0,22.79,0.128,1.274,1.111,20.08,0.6854,525.0,1.44,0.122,AMO,unmeasured,2
0.903,,3536589,       (2010 MA113),0,21.92,0.6683,2.691,0.893,41.06,0.2232,1610.0,4.41,0.083,APO,unmeasured,1
,,54162300,       (2021 MR1),0,20.59,0.87,2.04,0.265,14.54,0.3384,1060.0,2.91,0.162,APO,unmeasured,0
,,3475468,       (2009 VT1),0,29.5,0.5017,1.979,0.986,0.27,0.3541,1020.0,2.78,0.000698,APO,unmeasured,0
,,3761270,       (2016 TJ93),0,21.7,0.4903,2.488,1.268,23.69,0.2511,1430.0,3.93,0.276,AMO,unmeasured,0
,,54203017,       (2021 TA3),0,22.05,0.6259,2.395,0.896,4.52,0.266,1350.0,3.71,0.0135,APO,unmeasured,0
,,20141354,141354 (2002 AJ29),0,17.36,0.4506,1.989,1.093,10.93,0.3515,1020.0,2.8,0.0879,AMO,unmeasured,0
,,54458504,       (2024 NV1),0,25.16,0.312,1.167,0.803,6.01,0.7814,461.0,1.26,0.0125,APO,unmeasured,2
,,3472549,       (2009 UK20),0,26.3,0.2072,1.053,0.835,2.84,0.912,395.0,1.08,0.00682,APO,unmeasured,2
,,54016469,       (2020 GK1),0,25.19,0.6526,2.067,0.718,4.67,0.3318,1090.0,2.97,0.0083,APO,unmeasured,0
,,54506554,       (2024 XT16),0,26.73,0.5803,2.156,0.905,8.22,0.3113,1160.0,3.17,0.00281,APO,unmeasured,0
,,3588015,       (2011 WN2),0,25.2,0.59,2.397,0.983,5.42,0.2656,1360.0,3.71,0.0221,APO,unmeasured,0
,,3289745,       (2005 RJ3),0,23.4,0.5298,2.292,1.078,8.79,0.2841,1270.0,3.47,0.0752,AMO,unmeasured,0
,,3749348,       (2016 GE134),0,25.1,0.2932,1.458,1.031,4.72,0.5596,643.0,1.76,0.04,AMO,unmeasured,2
,,54500326,       (2024 WF2),0,27.73,0.3757,1.598,0.998,7.91,0.4878,738.0,2.02,0.0189,APO,unmeasured,2
,,3342318,       (2006 SY5),0,22.0,0.1524,1.043,0.884,7.56,0.9248,389.0,1.07,0.106,APO,unmeasured,2
,,54202997,       (2021 SX4),0,25.81,0.5308,2.212,1.038,3.11,0.2996,1200.0,3.29,0.0362,AMO,unmeasured,0
,,54246383,       (2022 CX4),0,27.88,0.2699,1.294,0.945,0.88,0.6696,538.0,1.47,0.00368,APO,unmeasured,2
,,54051039,       (2020 PM2),0,26.1,0.5373,1.966,0.91,4.5,0.3576,1010.0,2.76,0.0135,APO,unmeasured,0
,,54316345,       (2022 TK2),0,21.46,0.7011,1.08,0.323,40.07,0.8775,410.0,1.12,0.266,APO,unmeasured,1
,,3732669,       (2015 UH52),0,26.02,0.3853,0.8529,0.524,4.74,1.251,288.0,0.788,0.000684,ATE,unmeasured,2
,,54235464,       (2022 AV),0,27.83,0.4933,1.948,0.987,1.36,0.3625,993.0,2.72,0.0105,APO,unmeasured,0
,,3799773,       (2018 DO3),0,29.22,0.573,1.789,0.764,4.4,0.4119,874.0,2.39,0.0108,APO,unmeasured,0
,,54550502,       (2025 TL),0,23.44,0.3658,1.561,0.99,30.92,0.5055,712.0,1.95,0.0239,APO,unmeasured,1
,,54102518,       (2020 YO4),0,24.6,0.5014,1.575,0.785,7.05,0.4987,722.0,1.98,0.0426,APO,unmeasured,0
,,3602784,       (2012 HH8),0,21.0,0.7459,1.497,0.38,33.82,0.538,669.0,1.83,0.0531,APO,unmeasured,1
,,54499473,       (2024 VR3),0,24.21,0.2594,1.507,1.116,5.61,0.5327,676.0,1.85,0.157,AMO,unmeasured,2
,,3599482,       (2012 DK4),0,23.6,0.1817,0.8918,0.73,4.1,1.17,308.0,0.842,0.0122,ATE,unmeasured,2
,,54178158,       (2021 PC2),0,24.66,0.4087,1.609,0.951,11.55,0.4829,745.0,2.04,0.0224,APO,unmeasured,2
,,54419696,       (2024 AS2),0,19.57,0.3682,1.76,1.112,29.65,0.4221,853.0,2.34,0.167,AMO,unmeasured,1
,,3825231,       (2018 LL5),0,22.9,0.5633,1.956,0.854,2.82,0.3602,1000.0,2.74,0.0193,APO,unmeasured,0
,,54196827,       (2021 RF16),0,28.97,0.3328,1.295,0.864,4.08,0.6684,539.0,1.47,0.000488,APO,unmeasured,2
