diameter,albedo,id,name,pha_flag,magnitude_h,eccentricity,semi_major_axis,perihelion,inclination,n,per,per_y,moid_au,class_name,dataset_type,cluster_label
0.099,0.287,20506590,506590 (2005 XB1),0,21.97,0.4188,1.131,0.658,8.71,0.819,440.0,1.2,0.0704,APO,measured,2
0.2,0.094,20510055,510055 (2010 FH81),1,21.48,0.2104,1.225,0.968,16.8,0.7265,496.0,1.36,0.037,APO,measured,2
0.451,0.316,20510073,510073 (2010 JF88),0,18.56,0.6586,2.232,0.762,17.31,0.2956,1220.0,3.33,0.15,APO,measured,0
1.284,0.02,20510262,510262 (2011 HJ61),0,19.2,0.4176,1.484,0.864,21.08,0.5454,660.0,1.81,0.124,APO,measured,2
1.647,0.028,20511008,511008 (2013 PX6),1,18.55,0.6514,2.597,0.905,13.66,0.2356,1530.0,4.18,0.0298,APO,measured,0
1.195,0.037,20511243,511243 (2014 BS32),0,18.9,0.217,1.576,1.234,11.64,0.4979,723.0,1.98,0.314,AMO,measured,2
0.315,0.093,20511684,511684 (2015 BN509),1,20.78,0.5684,1.007,0.435,4.16,0.9756,369.0,1.01,0.0247,APO,measured,2
0.194,0.358,20511777,511777 (2015 EZ),0,20.14,0.2837,1.364,0.977,13.21,0.6186,582.0,1.59,0.0845,APO,measured,2
0.746,0.105,20511808,511808 (2015 FH120),0,18.67,0.6097,2.038,0.795,11.09,0.3388,1060.0,2.91,0.127,APO,measured,0
1.451,0.111,20513550,513550 (2010 NG3),0,17.18,0.5698,2.61,1.123,26.66,0.2338,1540.0,4.22,0.12,AMO,measured,1
5.272,0.037,20514041,514041 (2014 MQ18),0,15.68,0.5986,2.901,1.164,35.07,0.1995,1800.0,4.94,0.196,AMO,measured,1
0.741,0.154,20514652,514652 (2005 SC71),0,18.31,0.3828,1.91,1.179,32.38,0.3734,964.0,2.64,0.331,AMO,measured,1
0.351,0.273,20515049,515049 (2010 FL),0,19.31,0.6565,1.917,0.659,11.39,0.3712,970.0,2.66,0.142,APO,measured,0
0.463,0.144,20516803,516803 (2010 JG88),0,19.51,0.3845,1.374,0.846,30.61,0.6122,588.0,1.61,0.0526,APO,measured,1
1.824,0.04,20516984,516984 (2012 PN28),0,18.26,0.5316,1.78,0.834,24.48,0.4149,868.0,2.38,0.152,APO,measured,1
0.794,0.034,20518507,518507 (2006 EE1),0,19.94,0.2764,1.203,0.87,36.4,0.7473,482.0,1.32,0.0725,APO,measured,1
0.083,0.448,20518810,518810 (2010 CF19),1,21.85,0.2699,1.193,0.871,7.18,0.7563,476.0,1.3,0.0321,APO,measured,2
0.704,0.032,20520808,520808 (2014 TF64),0,20.01,0.418,1.613,0.939,52.67,0.481,748.0,2.05,0.131,APO,measured,1
1.851,0.047,20523589,523589 (2001 HA4),1,17.79,0.7934,2.69,0.556,17.18,0.2234,1610.0,4.41,0.0252,APO,measured,0
0.658,0.195,20523595,523595 (2002 OS4),0,18.37,0.4536,1.924,1.051,26.81,0.3694,975.0,2.67,0.298,AMO,measured,1
0.564,0.167,20523631,523631 (2009 SX1),0,18.94,0.4473,1.722,0.952,8.29,0.4361,825.0,2.26,0.0726,APO,measured,0
0.309,0.042,20523632,523632 (2009 UX17),0,21.51,0.0835,1.189,1.09,10.8,0.7599,474.0,1.3,0.149,AMO,measured,2
0.55,0.086,20523636,523636 (2010 EX119),0,19.42,0.5939,1.905,0.774,15.52,0.3749,960.0,2.63,0.158,APO,measured,0
0.602,0.059,20523637,523637 (2010 LT108),0,19.53,0.3708,1.349,0.849,31.87,0.6288,573.0,1.57,0.139,APO,measured,1
0.346,0.536,20523664,523664 (2012 OD1),1,18.52,0.5029,0.8288,0.412,42.26,1.306,276.0,0.754,0.0391,ATE,measured,1
0.873,0.077,20523747,523747 (2014 US192),0,18.82,0.7585,2.205,0.533,14.65,0.301,1200.0,3.27,0.231,APO,measured,0
0.279,0.569,20523775,523775 (2014 YB35),1,19.11,0.4831,1.877,0.97,12.63,0.3833,939.0,2.57,0.0234,APO,measured,0
0.851,0.141,20523816,523816 (2009 ST103),1,18.14,0.7185,2.7,0.76,15.73,0.2221,1620.0,4.44,0.0372,APO,measured,0
0.3,,20523826,523826 (1990 UP),0,20.34,0.1708,1.33,1.103,28.22,0.6427,560.0,1.53,0.2,AMO,measured,2
1.778,0.047,20529668,529668 (2010 JL33),1,17.89,0.7348,2.677,0.71,5.38,0.225,1600.0,4.38,0.0312,APO,measured,0
1.77,0.129,20529718,529718 (2010 KY127),0,16.83,0.8826,2.491,0.292,60.75,0.2507,1440.0,3.93,0.708,APO,measured,1
0.361,0.037,20529720,529720 (2010 LM14),0,21.29,0.3794,1.111,0.689,25.92,0.8421,427.0,1.17,0.314,APO,measured,2
0.363,0.178,20529753,529753 (2010 MF1),1,19.65,0.5882,2.499,1.029,9.1,0.2495,1440.0,3.95,0.041,AMO,measured,0
0.259,0.095,20529819,529819 (2010 PM58),0,20.86,0.4597,1.371,0.741,13.59,0.6138,586.0,1.61,0.0975,APO,measured,2
0.28,0.187,20530531,530531 (2011 OL5),0,20.24,0.1586,1.222,1.028,15.73,0.7299,493.0,1.35,0.118,AMO,measured,2
1.434,,20530871,530871 (2011 WS2),0,17.25,0.7433,1.009,0.259,46.8,0.9718,370.0,1.01,0.094,APO,measured,1
0.413,0.197,20530938,530938 (2011 XE),0,19.3,0.4634,0.7839,0.421,20.72,1.42,254.0,0.694,0.0535,ATE,measured,2
0.31,0.266,20532874,532874 (2013 YZ13),0,19.64,0.2617,1.391,1.027,31.22,0.6011,599.0,1.64,0.135,AMO,measured,1
0.701,0.249,20533722,533722 (2014 NE52),1,18.2,0.6585,2.385,0.815,3.86,0.2675,1350.0,3.68,0.0358,APO,measured,0
0.691,0.123,20534676,534676 (2014 VK2),0,18.53,0.604,1.838,0.728,16.37,0.3955,910.0,2.49,0.0953,APO,measured,0
0.861,0.114,20535148,535148 (2014 XR6),0,18.38,0.5325,2.587,1.21,27.13,0.2368,1520.0,4.16,0.427,AMO,measured,1
0.312,0.214,20537829,537829 (2015 XY378),0,19.51,0.4893,0.7102,0.363,13.92,1.647,219.0,0.598,0.197,ATE,measured,2
0.654,0.079,20538212,538212 (2016 CA136),1,19.35,0.7812,2.031,0.445,1.26,0.3405,1060.0,2.89,0.00704,APO,measured,0
1.201,0.034,20612929,612929 (2005 CR37),0,18.9,0.4686,1.905,1.012,26.05,0.3749,960.0,2.63,0.0615,APO,measured,1
0.26,0.072,20613726,613726 (2007 EF),1,21.34,0.4101,0.8203,0.484,21.73,1.327,271.0,0.743,0.0259,ATE,measured,2
0.322,0.355,20613939,613939 (2008 CH116),0,19.25,0.5875,0.6628,0.273,20.37,1.827,197.0,0.54,0.225,ATE,measured,2
0.193,0.023,20613995,613995 (2008 NP3),0,22.85,0.334,1.005,0.669,1.43,0.9783,368.0,1.01,0.0152,APO,measured,2
0.382,0.111,20614316,614316 (2008 YZ32),0,20.25,0.6205,1.038,0.394,16.54,0.9324,386.0,1.06,0.051,APO,measured,2
0.28,0.225,20614521,614521 (2009 UK),0,19.92,0.483,1.977,1.022,3.53,0.3544,1020.0,2.78,0.0584,AMO,measured,0
1.671,0.03,20614599,614599 (2010 AB78),0,18.31,0.5454,2.256,1.026,33.27,0.2908,1240.0,3.39,0.208,AMO,measured,1
1.168,0.057,20614603,614603 (2010 CM),0,18.52,0.5299,2.628,1.236,7.43,0.2313,1560.0,4.26,0.268,AMO,measured,0
0.493,0.241,20614643,614643 (2010 GH65),0,18.87,0.6084,2.717,1.064,20.84,0.2201,1640.0,4.48,0.158,AMO,measured,0
0.16,0.495,20618348,618348 (2016 PN),0,20.22,0.3323,0.8587,0.573,21.6,1.239,291.0,0.796,0.0695,ATE,measured,2
1.248,0.094,20620091,620091 (2015 FD341),0,17.87,0.6751,0.9552,0.31,20.54,1.056,341.0,0.934,0.125,ATE,measured,1
1.374,0.031,20620094,620094 (2016 AJ193),1,18.98,0.8161,3.262,0.6,22.57,0.1673,2150.0,5.89,0.0147,APO,measured,0
0.118,0.205,20666241,666241 (2010 BK2),0,22.04,0.4479,0.9043,0.499,6.05,1.146,314.0,0.86,0.0329,ATE,measured,2
0.492,0.563,20675481,675481 (2015 XL128),0,17.82,0.702,2.574,0.767,17.94,0.2386,1510.0,4.13,0.192,APO,measured,0
1.99,0.031,20676261,676261 (2016 EE156),0,17.89,0.8113,2.577,0.486,29.01,0.2383,1510.0,4.14,0.478,APO,measured,1
0.686,0.041,20676362,676362 (2016 FG15),0,19.96,0.6945,2.498,0.763,16.62,0.2496,1440.0,3.95,0.225,APO,measured,0
0.379,0.059,20706765,706765 (2010 TK7),0,20.78,0.1903,0.9986,0.809,20.91,0.9877,364.0,0.998,0.082,ATE,measured,2
0.848,,20723661,723661 (2007 ES),0,18.84,0.5951,1.57,0.636,35.19,0.5012,718.0,1.97,0.355,APO,measured,1
0.615,0.035,20726196,726196 (2009 UP1),0,20.02,0.4031,1.516,0.905,17.27,0.5279,682.0,1.87,0.0712,APO,measured,2
2.73,0.024,20738442,738442 (2016 SG1),0,17.23,0.6964,2.13,0.647,36.42,0.3171,1140.0,3.11,0.348,APO,measured,1
0.307,0.246,20741537,741537 (2006 HV5),1,19.41,0.3156,0.8425,0.577,32.02,1.275,282.0,0.773,0.0169,ATE,measured,2
0.453,0.26,20749081,749081 (2014 EZ48),0,18.93,0.5639,2.255,0.983,25.51,0.2911,1240.0,3.39,0.264,APO,measured,1
0.233,0.296,20749593,749593 (2014 NE3),0,20.04,0.3151,1.216,0.833,25.87,0.7347,490.0,1.34,0.0505,APO,measured,2
0.242,0.091,20750500,750500 (2014 VL6),1,21.38,0.3291,1.243,0.834,6.09,0.7109,506.0,1.39,0.0177,APO,measured,2
1.403,0.023,20753131,753131 (2015 WH13),0,18.87,0.7992,2.491,0.5,10.96,0.2506,1440.0,3.93,0.159,APO,measured,0
0.511,0.043,20778852,778852 (2011 AM24),1,20.47,0.1488,1.177,1.001,9.14,0.7723,466.0,1.28,0.00873,APO,measured,2
0.936,0.032,20786229,786229 (2015 XD130),0,19.49,0.4633,1.482,0.796,32.98,0.546,659.0,1.81,0.0507,APO,measured,1
1.316,0.018,20828534,828534 (2004 TG10),1,19.47,0.8611,2.237,0.311,4.19,0.2946,1220.0,3.35,0.0232,APO,measured,0
0.731,0.04,20831781,831781 (2009 WF106),0,19.77,0.7096,2.115,0.614,36.87,0.3203,1120.0,3.08,0.0758,APO,measured,1
0.285,0.378,20832994,832994 (2010 GW62),0,19.36,0.5755,1.27,0.539,32.43,0.6888,523.0,1.43,0.441,APO,measured,1
0.277,0.334,20833009,833009 (2010 GR75),0,19.64,0.6364,1.726,0.628,17.8,0.4345,829.0,2.27,0.299,APO,measured,0
0.543,0.086,20833459,833459 (2010 JM151),0,19.72,0.4817,1.698,0.88,16.66,0.4453,808.0,2.21,0.114,APO,measured,0
1.417,0.02,20841631,841631 (2015 OS35),0,19.0,0.5204,2.253,1.08,18.52,0.2915,1230.0,3.38,0.26,AMO,measured,0
0.62,0.088,20841703,841703 (2015 PD),0,19.25,0.6357,1.848,0.673,12.09,0.3922,918.0,2.51,0.181,APO,measured,0
2.23,0.037,20842528,842528 (2015 WV1),0,17.33,0.5685,3.011,1.299,23.67,0.1886,1910.0,5.23,0.419,AMO,measured,0
0.199,0.195,20843003,843003 (2016 BX14),0,20.87,0.52,2.057,0.987,4.44,0.334,1080.0,2.95,0.0568,APO,measured,0
0.681,0.289,20843651,843651 (2016 LE9),0,17.72,0.7575,2.137,0.518,15.32,0.3156,1140.0,3.12,0.259,APO,measured,0
4.613,0.019,20861128,861128 (2014 JH57),0,16.27,0.8756,3.328,0.414,25.71,0.1623,2220.0,6.07,0.394,APO,measured,0
0.296,0.461,20862524,862524 (2014 QK434),1,19.26,0.5033,1.941,0.964,5.98,0.3645,988.0,2.7,0.00883,APO,measured,0
0.208,0.024,3092147,       (1996 GQ),0,23.19,0.4947,1.99,1.005,0.88,0.3512,1030.0,2.81,0.0217,APO,measured,0
0.011,0.52,3012392,       (1998 KY26),0,25.91,0.2001,1.229,0.983,1.49,0.7235,498.0,1.36,0.00297,APO,measured,2
0.383,0.058,3014109,       (1998 SH2),1,20.88,0.7139,2.743,0.785,2.43,0.2169,1660.0,4.54,0.0192,APO,measured,0
0.15,0.151,3015695,       (1998 WB2),1,21.85,0.5866,1.972,0.815,2.37,0.3558,1010.0,2.77,0.0146,APO,measured,0
0.811,0.02,3024714,       (1999 XK136),1,20.56,0.7028,2.384,0.708,2.66,0.2678,1340.0,3.68,0.0113,APO,measured,0
0.316,0.026,3025766,       (2000 AA6),1,22.44,0.5194,1.286,0.618,2.03,0.6756,533.0,1.46,0.00766,APO,measured,2
0.955,0.026,3029651,       (2000 AG205),0,19.58,0.5194,2.294,1.102,18.39,0.2837,1270.0,3.47,0.27,AMO,measured,0
0.477,0.135,3092259,       (2000 GW127),0,19.4,0.7272,2.247,0.613,6.65,0.2927,1230.0,3.37,0.0972,APO,measured,0
0.149,0.095,3046149,       (2000 RE52),0,22.33,0.2478,1.154,0.868,18.46,0.7946,453.0,1.24,0.0304,APO,measured,2
0.34,0.177,3092337,       (2001 SJ262),0,19.9,0.5741,2.95,1.256,10.8,0.1946,1850.0,5.07,0.262,AMO,measured,0
0.175,0.048,3102756,       (2002 AO11),0,23.05,0.1621,0.9172,0.769,13.06,1.122,321.0,0.878,0.00247,ATE,measured,2
0.152,0.1,3102784,       (2002 BF25),0,22.62,0.2215,1.075,0.837,6.31,0.8848,407.0,1.11,0.0191,APO,measured,2
0.84,0.023,3102786,       (2002 BM26),1,20.1,0.4448,1.832,1.017,16.22,0.3974,906.0,2.48,0.03,AMO,measured,0
0.16,0.32,3114037,       (2002 CT46),0,20.8,0.5249,2.37,1.126,15.68,0.2701,1330.0,3.65,0.136,AMO,measured,0
0.13,0.126,3114056,       (2002 CX58),0,22.3,0.6444,2.852,1.014,2.48,0.2046,1760.0,4.82,0.0454,APO,measured,0
0.028,0.441,3126183,       (2002 JR100),0,24.3,0.2989,0.9237,0.648,3.71,1.11,324.0,0.888,0.0197,ATE,measured,2
1.129,0.032,3147580,       (2003 CC11),0,19.09,0.5877,3.149,1.298,11.51,0.1764,2040.0,5.59,0.312,AMO,measured,0
1.507,0.026,3160724,       (2003 RW11),0,18.7,0.825,2.629,0.46,10.34,0.2312,1560.0,4.26,0.0737,APO,measured,0
0.856,0.022,3160790,       (2003 SS214),0,20.0,0.536,2.365,1.097,8.11,0.271,1330.0,3.64,0.11,AMO,measured,0
0.962,0.11,3174196,       (2004 BZ74),0,18.27,0.8891,3.061,0.34,17.06,0.184,1960.0,5.36,0.0529,APO,measured,0
1.258,0.021,3184160,       (2004 MX2),1,19.3,0.7183,2.763,0.778,18.09,0.2146,1680.0,4.59,0.00117,APO,measured,0
0.291,0.017,3255465,       (2004 SC56),0,22.7,0.4284,0.7676,0.439,4.78,1.466,246.0,0.673,0.0107,ATE,measured,2
0.24,0.034,3263448,       (2004 XK14),0,22.44,0.4339,0.7485,0.424,3.1,1.522,237.0,0.648,0.0251,ATE,measured,2
1.847,0.017,3288788,       (2005 QL),0,18.79,0.5019,2.446,1.218,10.72,0.2577,1400.0,3.82,0.293,AMO,measured,0
0.965,0.056,3335047,       (2006 KL89),0,18.64,0.5384,2.76,1.274,13.74,0.215,1670.0,4.58,0.273,AMO,measured,0
1.415,0.017,3337599,       (2006 OF5),0,19.17,0.5375,2.756,1.275,10.17,0.2155,1670.0,4.57,0.266,AMO,measured,0
0.365,0.159,3337834,       (2006 OG15),0,19.82,0.6303,2.542,0.94,17.13,0.2432,1480.0,4.05,0.194,APO,measured,0
0.887,0.027,3355871,       (2006 UR217),0,19.84,0.6084,2.746,1.075,17.6,0.2166,1660.0,4.55,0.194,AMO,measured,0
0.922,0.048,3384070,       (2007 RU10),0,19.2,0.6874,2.271,0.71,15.42,0.288,1250.0,3.42,0.104,APO,measured,0
0.505,0.065,3394751,       (2007 VG189),0,19.51,0.5128,2.15,1.047,6.02,0.3127,1150.0,3.15,0.1,AMO,measured,0
0.687,0.031,3397429,       (2007 WE55),0,20.06,0.5732,1.909,0.815,11.48,0.3735,964.0,2.64,0.0907,APO,measured,0
0.532,0.09,3398095,       (2007 YZ),0,19.52,0.3612,1.043,0.666,16.42,0.9257,389.0,1.06,0.109,APO,measured,2
0.453,0.094,3426408,       (2008 QS11),1,19.93,0.4826,1.861,0.963,12.48,0.3882,927.0,2.54,0.0071,APO,measured,0
0.516,0.029,3433332,       (2008 US4),0,20.96,0.6326,2.336,0.858,13.18,0.276,1300.0,3.57,0.0802,APO,measured,0
0.407,0.203,3440286,       (2008 WB59),0,19.16,0.1881,1.045,0.848,25.65,0.9227,390.0,1.07,0.163,APO,measured,2
0.129,0.421,3454735,       (2009 FY4),1,21.0,0.3274,1.013,0.681,20.98,0.9674,372.0,1.02,0.0425,APO,measured,2
0.485,0.119,3467188,       (2009 SP),0,19.4,0.495,2.219,1.121,25.27,0.2981,1210.0,3.31,0.347,AMO,measured,1
0.105,0.063,3472375,       (2009 UY19),0,23.43,0.0308,1.023,0.992,9.05,0.9519,378.0,1.04,0.01,APO,measured,2
0.164,0.217,3476774,       (2009 WA),0,21.19,0.1448,1.136,0.971,29.84,0.8144,442.0,1.21,0.0696,APO,measured,2
0.615,0.154,3481977,       (2009 XD),0,18.78,0.6732,2.451,0.801,31.45,0.2568,1400.0,3.84,0.199,APO,measured,1
0.123,0.155,3484838,       (2010 AN2),0,22.19,0.4993,1.679,0.841,8.47,0.4531,795.0,2.18,0.0661,APO,measured,0
0.05,0.259,3485259,       (2010 AE30),0,23.6,0.4168,1.268,0.739,5.97,0.6905,521.0,1.43,0.00788,APO,measured,2
0.111,0.12,3485263,       (2010 AJ30),0,22.7,0.3024,0.8113,0.566,7.57,1.349,267.0,0.731,0.0456,ATE,measured,2
0.089,0.319,3485632,       (2010 AG40),0,22.01,0.609,1.754,0.686,2.02,0.4241,849.0,2.32,0.0336,APO,measured,0
0.892,0.018,3490930,       (2010 AG79),0,20.04,0.5818,2.897,1.211,33.03,0.1999,1800.0,4.93,0.232,AMO,measured,1
0.08,0.433,3485971,       (2010 BC),0,22.2,0.5703,1.935,0.831,9.55,0.3661,983.0,2.69,0.0149,APO,measured,0
0.363,0.213,3486329,       (2010 BH2),0,19.61,0.4613,2.353,1.268,24.58,0.273,1320.0,3.61,0.362,AMO,measured,1
0.084,0.063,3507183,       (2010 CK1),0,24.0,0.2153,1.146,0.9,27.27,0.803,448.0,1.23,0.0536,APO,measured,2
0.394,0.286,3508106,       (2010 CH18),0,18.98,0.5722,2.603,1.114,27.18,0.2347,1530.0,4.2,0.325,AMO,measured,1
0.104,0.196,3508110,       (2010 CC19),0,22.46,0.7513,1.1,0.274,46.17,0.8542,421.0,1.15,0.0544,APO,measured,1
0.34,0.185,3508127,       (2010 CN44),1,19.72,0.6713,2.867,0.943,3.86,0.203,1770.0,4.86,0.0293,APO,measured,0
0.034,0.218,3508128,       (2010 CO44),0,24.6,0.2307,1.07,0.823,6.18,0.89,404.0,1.11,0.0284,APO,measured,2
0.352,,3508166,       (2010 CA55),0,22.2,0.7131,2.337,0.671,55.03,0.2758,1310.0,3.57,0.138,APO,measured,1
0.198,0.037,3508131,       (2010 CB55),0,22.69,0.148,1.133,0.966,25.92,0.817,441.0,1.21,0.043,APO,measured,2
0.242,0.033,3508132,       (2010 CC55),0,22.44,0.4689,1.546,0.821,6.78,0.5128,702.0,1.92,0.0794,APO,measured,2
0.083,0.145,3508133,       (2010 CD55),0,23.36,0.2013,1.024,0.818,5.93,0.9513,378.0,1.04,0.0115,APO,measured,2
0.176,0.119,3508135,       (2010 CF55),0,21.68,0.7612,1.9,0.454,5.15,0.3763,957.0,2.62,0.0536,APO,measured,0
0.556,0.11,3508161,       (2010 CP140),0,19.44,0.5384,1.9,0.877,14.47,0.3763,957.0,2.62,0.0975,APO,measured,0
0.254,0.03,3508167,       (2010 CN141),0,22.4,0.3993,1.517,0.911,23.8,0.5278,682.0,1.87,0.0607,APO,measured,1
0.134,0.358,3521441,       (2010 CJ171),0,21.08,0.491,1.996,1.016,7.38,0.3494,1030.0,2.82,0.112,APO,measured,0
0.019,0.08,3508142,       (2010 DL),0,27.0,0.3138,1.353,0.928,2.57,0.6265,575.0,1.57,0.0186,APO,measured,2
0.149,0.176,3508146,       (2010 DO),1,21.66,0.7456,1.613,0.41,11.95,0.4811,748.0,2.05,0.0183,APO,measured,0
0.167,0.146,3508157,       (2010 DX1),0,21.61,0.7048,2.593,0.765,20.25,0.236,1530.0,4.18,0.0728,APO,measured,0
0.303,0.133,3508162,       (2010 DM21),0,20.26,0.6574,2.862,0.98,21.15,0.2036,1770.0,4.84,0.258,APO,measured,0
0.283,0.152,3508164,       (2010 DK34),0,20.4,0.7653,2.779,0.652,27.41,0.2127,1690.0,4.63,0.332,APO,measured,0
0.774,0.022,3510599,       (2010 DH56),0,20.31,0.5677,2.236,0.967,33.66,0.2949,1220.0,3.34,0.33,APO,measured,1
0.52,0.009,3511354,       (2010 DH77),0,21.06,0.7084,3.267,0.953,34.33,0.1669,2160.0,5.91,0.147,APO,measured,1
0.277,,3511355,       (2010 DJ77),0,21.59,0.2106,0.9545,0.753,24.75,1.057,341.0,0.933,0.0517,ATE,measured,2
0.04,0.234,3511111,       (2010 EX11),0,24.11,0.1096,0.9562,0.851,9.75,1.054,342.0,0.935,0.0269,ATE,measured,2
0.09,0.038,3511515,       (2010 EG21),0,24.5,0.2266,0.8441,0.653,9.7,1.271,283.0,0.776,0.0392,ATE,measured,2
0.051,0.434,3511828,       (2010 EC43),0,23.0,0.6041,2.43,0.962,0.78,0.2602,1380.0,3.79,0.00477,APO,measured,0
0.233,0.068,3511835,       (2010 EK43),0,21.67,0.6536,1.398,0.484,7.88,0.5965,604.0,1.65,0.076,APO,measured,0
0.093,0.051,3511915,       (2010 FC),0,24.0,0.2402,1.33,1.01,7.04,0.6427,560.0,1.53,0.0758,APO,measured,2
0.087,0.071,3512275,       (2010 FK),0,23.8,0.0973,0.9401,0.849,12.67,1.081,333.0,0.911,0.0324,ATE,measured,2
0.285,0.204,3512281,       (2010 FQ),1,19.99,0.3563,1.527,0.983,10.56,0.5223,689.0,1.89,0.00426,APO,measured,2
0.023,0.548,3512283,       (2010 FS),0,24.2,0.3175,0.78,0.532,9.12,1.431,252.0,0.689,0.00869,ATE,measured,2
0.018,0.294,3512284,       (2010 FT),0,25.7,0.1946,1.09,0.878,5.6,0.8659,416.0,1.14,0.0133,APO,measured,2
0.008,0.497,3512348,       (2010 FD6),0,26.8,0.4352,1.446,0.817,0.46,0.5666,635.0,1.74,0.00275,APO,measured,2
0.075,0.448,3512646,       (2010 FD7),0,22.1,0.6944,2.569,0.785,6.21,0.2393,1500.0,4.12,0.0406,APO,measured,0
0.045,0.288,3512647,       (2010 FE7),0,23.8,0.5532,1.949,0.871,1.55,0.3621,994.0,2.72,0.00237,APO,measured,0
3.001,,3513024,       (2010 FF8),0,16.59,0.2703,1.763,1.286,27.29,0.4212,855.0,2.34,0.342,AMO,measured,1
0.015,0.287,3512698,       (2010 FR9),0,26.1,0.3813,1.579,0.977,5.71,0.4967,725.0,1.98,0.0146,APO,measured,2
0.024,0.075,3512703,       (2010 FW9),0,26.7,0.4326,1.642,0.931,3.77,0.4686,768.0,2.1,0.00206,APO,measured,2
0.03,0.425,3512704,       (2010 FX9),0,24.06,0.367,1.131,0.716,3.77,0.819,440.0,1.2,0.0133,APO,measured,2
0.095,0.407,3513382,       (2010 FF10),1,21.8,0.6317,2.38,0.877,5.08,0.2685,1340.0,3.67,0.0373,APO,measured,0
0.676,0.022,3514546,       (2010 FX80),0,20.3,0.454,2.169,1.184,36.97,0.3085,1170.0,3.19,0.535,AMO,measured,1
0.451,0.118,3514547,       (2010 FY80),0,19.56,0.6126,2.693,1.043,18.81,0.223,1610.0,4.42,0.137,AMO,measured,0
0.867,0.018,3514548,       (2010 FZ80),0,20.33,0.7441,2.751,0.704,27.34,0.216,1670.0,4.56,0.297,APO,measured,0
0.097,0.224,3514549,       (2010 FA81),0,22.42,0.1519,1.195,1.014,15.48,0.7542,477.0,1.31,0.0325,APO,measured,2
0.319,0.048,3514550,       (2010 FB81),0,21.36,0.609,2.567,1.004,9.46,0.2396,1500.0,4.11,0.0835,APO,measured,0
0.402,0.021,3514551,       (2010 FC81),1,21.91,0.6232,2.677,1.009,1.68,0.2251,1600.0,4.38,0.0259,APO,measured,0
0.105,0.058,3514798,       (2010 FG81),0,23.05,0.393,1.658,1.006,7.97,0.4616,780.0,2.14,0.0176,APO,measured,2
0.416,0.049,3514800,       (2010 FJ81),0,20.48,0.6817,3.609,1.149,42.42,0.1438,2500.0,6.86,0.135,AMO,measured,1
0.268,0.277,3516411,       (2010 FO92),0,20.05,0.5194,2.144,1.03,6.76,0.314,1150.0,3.14,0.0778,AMO,measured,0
0.071,0.281,3514889,       (2010 GZ5),0,22.96,0.5859,1.435,0.594,6.12,0.5736,628.0,1.72,0.0479,APO,measured,0
0.134,0.142,3514891,       (2010 GB6),0,22.07,0.2449,0.8821,0.666,35.31,1.19,303.0,0.828,0.0928,ATE,measured,1
0.116,0.3,3514956,       (2010 GT6),0,21.4,0.592,1.495,0.61,10.07,0.539,668.0,1.83,0.0864,APO,measured,0
0.252,0.147,3514957,       (2010 GU6),0,20.69,0.6799,2.695,0.863,10.13,0.2227,1620.0,4.43,0.106,APO,measured,0
0.151,0.256,3514959,       (2010 GA7),0,21.27,0.3891,0.9126,0.557,30.0,1.131,318.0,0.872,0.162,ATE,measured,1
0.008,0.326,3515028,       (2010 GH7),0,27.35,0.2997,1.4,0.981,3.52,0.5948,605.0,1.66,6.56e-05,APO,measured,2
0.203,0.107,3515065,       (2010 GS7),1,21.51,0.6578,2.696,0.923,9.1,0.2227,1620.0,4.43,0.0476,APO,measured,0
0.216,0.326,3515066,       (2010 GT7),0,20.19,0.6784,2.733,0.879,8.43,0.2181,1650.0,4.52,0.0595,APO,measured,0
0.51,0.025,3515377,       (2010 GU21),1,21.14,0.5639,2.18,0.951,3.16,0.3061,1180.0,3.22,0.0108,APO,measured,0
0.277,0.303,3515379,       (2010 GK23),0,19.7,0.6828,2.749,0.872,35.0,0.2163,1660.0,4.56,0.0969,APO,measured,1
0.092,0.159,3515380,       (2010 GL23),0,22.8,0.3658,1.155,0.733,7.2,0.7939,453.0,1.24,0.0642,APO,measured,2
0.06,0.334,3515453,       (2010 GX23),0,23.0,0.4512,1.483,0.814,1.91,0.5455,660.0,1.81,0.028,APO,measured,2
1.127,0.018,3515458,       (2010 GF25),0,19.3,0.7366,1.422,0.374,38.5,0.5815,619.0,1.69,0.399,APO,measured,1
0.313,0.377,3515658,       (2010 GO33),0,19.27,0.6981,2.41,0.728,19.12,0.2634,1370.0,3.74,0.193,APO,measured,0
0.251,0.034,3516489,       (2010 GP67),0,22.36,0.1074,1.114,0.995,13.27,0.8381,430.0,1.18,0.0156,APO,measured,2
0.372,0.106,3516631,       (2010 GQ75),0,20.2,0.8603,2.443,0.341,43.3,0.2581,1390.0,3.82,0.616,APO,measured,1
2.055,0.018,3517465,       (2010 GV147),0,18.27,0.6602,0.9588,0.326,44.05,1.05,343.0,0.939,0.318,ATE,measured,1
0.032,0.482,3516633,       (2010 HA),0,23.9,0.1958,0.9599,0.772,2.18,1.048,344.0,0.94,0.0331,ATE,measured,2
0.128,0.328,3517109,       (2010 HC),0,21.3,0.5229,2.126,1.015,6.87,0.3179,1130.0,3.1,0.089,APO,measured,0
0.465,0.016,3518264,       (2010 HV20),0,21.93,0.7883,2.611,0.553,6.45,0.2336,1540.0,4.22,0.0895,APO,measured,0
