"diameter","albedo","spkid","full_name","pha","H","e","a","q","i","n","per","per_y","moid","class"
1.201,0.051,20249886,"249886 (2001 RY11)",N,17.62,0.2834,1.483,1.063,22.85,0.5457,660,1.81,0.197,AMO
0.630,0.282,20250458,"250458 (2004 BO41)",N,18.00,0.4929,1.019,0.517,35.55,0.9588,375,1.03,0.0897,APO
1.617,0.269,20250614,"250614 (2005 GG)",N,16.22,0.6595,2.042,0.695,34.84,0.3378,1.07e+03,2.92,0.251,APO
0.654,0.260,20250620,"250620 (2005 GE59)",Y,18.07,0.6025,2.109,0.838,16.08,0.3219,1.12e+03,3.06,0.0317,APO
0.398,0.147,20250680,"250680 (2005 QC5)",Y,19.63,0.3645,0.893,0.567,9.45,1.168,308,0.844,0.0477,ATE
0.535,0.322,20250706,"250706 (2005 RR6)",Y,18.55,0.7011,2.956,0.883,6.93,0.194,1.86e+03,5.08,0.0338,APO
0.291,0.478,20252399,"252399 (2001 TX44)",Y,19.41,0.5459,0.8748,0.397,15.21,1.205,299,0.818,0.00913,ATE
0.533,0.062,20252558,"252558 (2001 WT1)",N,20.37,0.3972,1.089,0.657,7.16,0.867,415,1.14,0.122,APO
0.629,0.408,20254419,"254419 (2004 VT60)",N,17.73,0.4340,2.076,1.175,43.51,0.3296,1.09e+03,2.99,0.376,AMO
4.444,0.014,20256412,"256412 (2007 BT2)",N,16.93,0.2238,1.632,1.267,26.86,0.4726,762,2.09,0.289,AMO
0.470,0.419,20260277,"260277 (2004 TR12)",N,18.27,0.2097,0.8951,0.707,19.36,1.164,309,0.847,0.0965,ATE
0.761,0.122,20262623,"262623 (2006 WY2)",N,18.64,0.3329,0.9833,0.656,27.55,1.011,356,0.975,0.254,ATE
0.785,0.125,20263976,"263976 (2009 KD5)",Y,18.34,0.2614,1.046,0.773,13.47,0.9209,391,1.07,0.0478,APO
0.113,0.037,20264357,"264357 (2000 AZ93)",Y,21.17,0.3600,0.7469,0.478,8.59,1.527,236,0.645,0.0214,ATE
0.361,0.310,20265196,"265196 (2004 BW58)",Y,18.83,0.3783,1.454,0.904,15.22,0.562,641,1.75,0.0378,APO
0.562,0.097,20267221,"267221 (2001 AD2)",Y,19.85,0.6599,1.04,0.354,1.64,0.9291,387,1.06,0.00834,APO
0.439,0.578,20267337,"267337 (2001 VK5)",Y,18.05,0.5142,1.269,0.617,19.43,0.6894,522,1.43,0.000899,APO
0.888,0.098,20269690,"269690 (1996 RG3)",Y,18.47,0.6037,2.001,0.793,3.58,0.3482,1.03e+03,2.83,0.00259,APO
0.709,0.352,20271480,"271480 (2004 FX31)",N,17.66,0.4420,1.26,0.703,24.75,0.6965,517,1.42,0.0673,APO
0.747,0.240,20274138,"274138 (2008 FU6)",N,17.77,0.5691,1.324,0.571,12.83,0.6469,557,1.52,0.101,APO
1.483,0.046,20275611,"275611 (1999 XX262)",N,18.15,0.1818,1.533,1.254,8.23,0.5193,693,1.9,0.31,AMO
0.626,0.216,20275974,"275974 (2001 XD)",N,18.68,0.7958,2.047,0.418,11.29,0.3366,1.07e+03,2.93,0.0639,APO
2.381,0.094,20275976,"275976 (2001 XV10)",N,16.17,0.5853,2.204,0.914,22.35,0.3012,1.2e+03,3.27,0.0601,APO
3.5,.07,20276049,"276049 (2002 CE26)",N,16.64,0.5611,2.233,0.980,47.29,0.2954,1.22e+03,3.34,0.0957,APO
1.034,0.114,20276468,"276468 (2003 HQ32)",N,18.07,0.3454,1.979,1.295,35.88,0.3541,1.02e+03,2.78,0.478,AMO
0.521,0.124,20276703,"276703 (2004 BL11)",N,19.30,0.7500,1.26,0.315,9.82,0.6968,517,1.41,0.131,APO
1.720,0.050,20276786,"276786 (2004 KD1)",N,17.83,0.3301,1.72,1.152,10.12,0.4369,824,2.26,0.136,AMO
0.676,0.156,20277039,"277039 (2005 CF41)",N,18.57,0.5859,1.649,0.683,15.87,0.4654,774,2.12,0.208,APO
0.439,0.177,20277570,"277570 (2005 YP180)",Y,19.34,0.6170,1.372,0.526,4.11,0.6131,587,1.61,0.0165,APO
1.236,0.119,20277616,"277616 (2006 BN6)",N,17.41,0.6920,2.581,0.795,18.71,0.2378,1.51e+03,4.15,0.169,APO
0.666,0.190,20277617,"277617 (2006 BT7)",N,18.23,0.6334,1.522,0.558,16.17,0.525,686,1.88,0.253,APO
0.654,0.198,20285331,"285331 (1999 FN53)",N,18.20,0.4559,1.736,0.944,20.16,0.4311,835,2.29,0.0594,APO
0.614,0.268,20285339,"285339 (1999 JR6)",N,18.07,0.6754,1.367,0.444,20.32,0.617,583,1.6,0.221,APO
1.044,0.407,20285944,"285944 (2001 RZ11)",N,16.70,0.5063,2.192,1.082,53.11,0.3037,1.19e+03,3.25,0.0889,AMO
0.740,0.425,20294739,"294739 (2008 CM)",Y,17.04,0.4080,1.566,0.927,36.02,0.503,716,1.96,0.0437,APO
1.199,0.234,20297274,"297274 (1996 SK)",Y,16.93,0.7907,2.445,0.512,1.97,0.2578,1.4e+03,3.82,0.00626,APO
0.320,,20297300,"297300 (1998 SC15)",Y,19.29,0.4145,1.273,0.745,16.08,0.6863,525,1.44,0.00158,APO
0.407,0.388,20297418,"297418 (2000 SP43)",Y,18.52,0.4669,0.8115,0.433,10.34,1.348,267,0.731,0.0193,ATE
0.622,0.288,20299582,"299582 (2006 GQ2)",N,18.23,0.4659,1.29,0.689,25.83,0.6723,535,1.47,0.126,APO
0.4,,20301844,"301844 (1990 UA)",Y,19.70,0.5266,1.642,0.777,0.93,0.4685,768,2.1,0.0122,APO
1.504,0.163,20303174,"303174 (2004 FH11)",N,16.72,0.4459,2.257,1.250,21.37,0.2907,1.24e+03,3.39,0.46,AMO
0.817,0.084,20303248,"303248 (2004 QV16)",N,18.02,0.5743,1.769,0.753,28.49,0.4189,859,2.35,0.114,APO
0.187,0.317,20303450,"303450 (2005 BY2)",Y,20.51,0.3307,1.269,0.850,7.29,0.6893,522,1.43,0.0417,APO
2.054,0.033,20304153,"304153 (2006 OU10)",N,17.81,0.3496,1.754,1.141,33.70,0.4241,849,2.32,0.153,AMO
0.780,0.080,20304330,"304330 (2006 SX217)",Y,18.91,0.3101,1.412,0.974,21.04,0.5876,613,1.68,0.0324,APO
0.476,0.379,20306462,"306462 (1999 RC32)",N,18.64,0.4318,1.838,1.045,30.96,0.3954,910,2.49,0.317,AMO
0.282,0.117,20307070,"307070 (2002 AV31)",N,20.62,0.2490,1.309,0.983,14.98,0.658,547,1.5,0.142,APO
1.666,0.023,20307493,"307493 (2002 XP90)",N,18.57,0.5858,2.08,0.861,23.12,0.3287,1.1e+03,3,0.05,APO
0.374,0.358,20307918,"307918 (2004 EU9)",N,19.02,0.5052,0.8805,0.436,28.58,1.193,302,0.826,0.167,ATE
0.4,,20308635,"308635 (2005 YU55)",Y,21.91,0.4305,1.157,0.659,0.34,0.7921,454,1.24,0.000476,APO
0.654,0.313,20310560,"310560 (2001 QL142)",Y,17.80,0.4991,1.049,0.526,26.60,0.9167,393,1.08,0.0486,APO
0.583,0.172,20311321,"311321 (2005 NP1)",N,18.61,0.2965,1.827,1.285,34.71,0.3992,902,2.47,0.368,AMO
0.382,0.401,20311554,"311554 (2006 BQ147)",N,18.72,0.4223,0.8199,0.474,24.38,1.328,271,0.742,0.07,ATE
0.595,0.087,20312070,"312070 (2007 TA19)",Y,19.40,0.5095,0.9539,0.468,22.63,1.058,340,0.932,0.0199,ATE
0.993,0.313,20315098,"315098 (2007 EX)",N,16.67,0.4174,0.8716,0.508,18.70,1.211,297,0.814,0.125,ATE
0.836,0.023,20315508,"315508 (2008 AB31)",N,20.14,0.3205,1.602,1.089,30.02,0.486,741,2.03,0.293,AMO
1.252,0.196,20322763,"322763 (2001 FA7)",N,17.21,0.5359,2.007,0.931,22.83,0.3466,1.04e+03,2.84,0.104,APO
1.632,0.069,20322775,"322775 (2001 HA8)",N,17.27,0.5317,2.385,1.117,11.47,0.2676,1.35e+03,3.68,0.114,AMO
1.170,0.068,20323179,"323179 (2003 HR32)",N,18.10,0.6871,1.748,0.547,8.28,0.4265,844,2.31,0.142,APO
0.361,0.124,20325102,"325102 (2008 EY5)",N,20.17,0.6268,0.6262,0.234,5.11,1.989,181,0.496,0.079,ATE
1.142,0.071,20326388,"326388 (2001 QD96)",N,18.38,0.4964,1.274,0.642,17.95,0.6852,525,1.44,0.233,APO
0.518,0.315,20326683,"326683 (2002 WP)",N,18.45,0.2159,1.45,1.137,19.15,0.5645,638,1.75,0.152,AMO
1.012,0.249,20329915,"329915 (2005 MB)",N,17.05,0.7930,0.9855,0.204,41.36,1.008,357,0.978,0.0696,ATE
1.275,0.499,20331792,"331792 (2003 MT2)",N,15.89,0.5337,2.686,1.252,27.92,0.224,1.61e+03,4.4,0.372,AMO
0.467,0.098,20332775,"332775 (2009 VO24)",N,19.70,0.4619,1.547,0.833,6.06,0.5121,703,1.92,0.0743,APO
0.204,0.352,20333578,"333578 (2006 KM103)",Y,20.18,0.3766,1.573,0.981,11.68,0.4995,721,1.97,0.0136,APO
0.919,0.110,20333889,"333889 (1998 SV4)",N,18.24,0.6420,0.8165,0.292,53.30,1.336,269,0.738,0.336,ATE
0.570,0.376,20334673,"334673 (2003 AL18)",N,17.98,0.4166,1.684,0.983,15.72,0.4508,799,2.19,0.134,APO
0.521,0.235,20337119,"337119 (1999 TK12)",N,18.60,0.3930,1.683,1.022,24.50,0.4515,797,2.18,0.194,AMO
0.846,0.025,20337248,"337248 (2000 RH60)",N,20.08,0.5513,0.8259,0.371,19.65,1.313,274,0.751,0.176,ATE
1.420,0.046,20338347,"338347 (2002 XG4)",N,18.31,0.4784,2.267,1.183,20.98,0.2887,1.25e+03,3.41,0.315,AMO
0.40,0.137,20341843,"341843 (2008 EV5)",Y,20.05,0.0828,0.9598,0.880,7.45,1.048,343,0.94,0.0137,ATE
0.670,0.431,20343166,"343166 (2009 SO103)",N,17.42,0.6636,2.004,0.674,29.49,0.3474,1.04e+03,2.84,0.148,APO
0.413,0.117,20345646,"345646 (2006 TN)",N,19.74,0.3451,1.562,1.023,17.28,0.5051,713,1.95,0.0968,AMO
0.406,0.402,20345705,"345705 (2006 VB14)",N,18.58,0.4211,0.767,0.444,31.03,1.467,245,0.672,0.0786,ATE
0.653,0.258,20345722,"345722 (2007 BG29)",N,18.26,0.3347,0.8326,0.554,18.51,1.297,278,0.76,0.0875,ATE
1.377,0.069,20345813,"345813 (2007 HX4)",N,17.80,0.3319,1.318,0.880,56.55,0.6517,552,1.51,0.104,APO
0.496,0.343,20349068,"349068 (2006 YT13)",Y,18.30,0.4258,1.323,0.760,38.25,0.6478,556,1.52,0.0386,APO
1.081,0.067,20349074,"349074 (2007 BM8)",N,18.39,0.7209,1.341,0.374,27.64,0.6344,568,1.55,0.407,APO
0.583,0.272,20349219,"349219 (2007 SV11)",N,18.13,0.4940,1.734,0.877,32.22,0.4316,834,2.28,0.112,APO
0.920,0.229,20349925,"349925 (2009 WC26)",N,17.34,0.6971,2.172,0.658,12.01,0.308,1.17e+03,3.2,0.199,APO
1.77,0.043,20350513,"350513 (2000 BG19)",N,18.05,0.5544,2.675,1.192,12.45,0.2253,1.6e+03,4.37,0.297,AMO
1.199,0.054,20355770,"355770 (2008 RE80)",N,18.35,0.2459,1.482,1.117,16.59,0.5466,659,1.8,0.135,AMO
1.071,0.152,20356394,"356394 (2010 QD2)",N,17.46,0.7857,2.009,0.430,10.66,0.3461,1.04e+03,2.85,0.0609,APO
0.432,0.217,20357022,"357022 (1999 YG3)",Y,19.07,0.3296,1.285,0.861,34.52,0.6769,532,1.46,0.0414,APO
0.255,0.430,20357024,"357024 (1999 YR14)",Y,19.47,0.4001,1.651,0.991,3.73,0.4645,775,2.12,0.00712,APO
0.4,,20360191,"360191 (1988 TA)",Y,21.08,0.4787,1.54,0.803,2.53,0.5155,698,1.91,0.00571,APO
0.479,0.313,20361538,"361538 (2007 JZ20)",N,18.67,0.3350,1.311,0.872,40.48,0.6566,548,1.5,0.0662,APO
0.558,0.099,20363024,"363024 (1998 OK1)",Y,19.42,0.4292,1.356,0.774,13.99,0.6241,577,1.58,0.0403,APO
0.578,0.059,20363027,"363027 (1998 ST27)",Y,19.58,0.5298,0.8198,0.386,21.05,1.328,271,0.742,0.00981,ATE
1.876,0.029,20363505,"363505 (2003 UC20)",Y,18.47,0.3369,0.7812,0.518,3.78,1.427,252,0.691,0.0352,ATE
0.152,0.306,20363599,"363599 (2004 FG11)",Y,21.05,0.7240,1.586,0.438,3.13,0.4934,730,2,0.0203,APO
0.633,0.135,20363626,"363626 (2004 RA11)",N,18.92,0.3994,1.824,1.096,39.36,0.4,900,2.46,0.395,AMO
1.105,0.100,20363814,"363814 (2005 ND7)",N,17.97,0.4827,1.964,1.016,52.58,0.3581,1.01e+03,2.75,0.188,APO
0.371,0.268,20363831,"363831 (2005 PY16)",Y,19.35,0.5252,1.976,0.938,6.42,0.355,1.01e+03,2.78,0.0429,APO
1.047,0.028,20364762,"364762 (2007 XC10)",N,19.38,0.2259,1.619,1.254,47.94,0.4783,753,2.06,0.411,AMO
0.786,0.317,20364877,"364877 (2008 EM9)",N,17.34,0.8525,1.959,0.289,9.44,0.3595,1e+03,2.74,0.135,APO
0.674,0.246,20365071,"365071 (2009 AV)",Y,18.18,0.0739,1.03,0.954,45.87,0.9433,382,1.04,0.0218,APO
0.212,0.075,20365424,"365424 (2010 KX7)",Y,21.91,0.1709,0.9893,0.820,21.49,1.002,359,0.984,0.0311,ATE
0.215,0.264,20365449,"365449 (2010 NJ1)",N,20.28,0.5406,0.9685,0.445,11.22,1.034,348,0.953,0.155,ATE
0.859,0.199,20366774,"366774 (2004 TB18)",Y,17.87,0.4508,1.815,0.997,13.20,0.4031,893,2.44,0.0195,APO
0.386,0.119,20367248,"367248 (2007 MK13)",Y,20.21,0.1397,1.025,0.881,19.88,0.9504,379,1.04,0.0348,APO
0.498,0.412,20367684,"367684 (2010 OS22)",N,18.06,0.6887,1.637,0.510,9.36,0.4707,765,2.09,0.159,APO
0.381,0.193,20368184,"368184 (2000 RN77)",N,19.36,0.3182,0.9513,0.649,16.10,1.062,339,0.928,0.107,ATE
1.515,0.232,20369264,"369264 (2009 MS)",Y,16.34,0.5701,2.005,0.862,52.37,0.3471,1.04e+03,2.84,0.0435,APO
0.846,0.036,20369454,"369454 (2010 NZ1)",N,19.09,0.6466,1.373,0.485,32.76,0.6126,588,1.61,0.274,APO
1.137,0.180,20371336,"371336 (2006 KD1)",N,17.38,0.7850,2.481,0.533,30.79,0.2523,1.43e+03,3.91,0.416,APO
0.230,0.160,20371660,"371660 (2007 CN26)",Y,21.11,0.2692,1.293,0.945,7.58,0.6707,537,1.47,0.00281,APO
1.050,0.025,20373135,"373135 (2011 SD173)",Y,19.52,0.4975,1.653,0.830,4.39,0.464,776,2.12,0.00215,APO
0.414,0.179,20374449,"374449 (2005 XD1)",N,19.39,0.3066,1.621,1.124,18.28,0.4778,753,2.06,0.15,AMO
0.986,0.288,20377732,"377732 (2005 XJ8)",Y,17.06,0.6205,1.931,0.733,23.56,0.3672,980,2.68,0.016,APO
1.312,0.037,20380188,"380188 (2000 WC67)",N,18.81,0.5826,2.673,1.116,9.93,0.2255,1.6e+03,4.37,0.21,AMO
0.602,0.064,20381181,"381181 (2007 LV19)",N,19.68,0.3204,1.471,1.000,14.89,0.5522,652,1.78,0.0866,APO
0.472,0.346,20381677,"381677 (2009 BJ81)",N,18.36,0.4559,1.851,1.007,5.84,0.3914,920,2.52,0.0979,APO
0.520,0.451,20381906,"381906 (2010 CL19)",Y,17.81,0.6456,1.543,0.547,7.31,0.5142,700,1.92,0.0113,APO
0.783,0.020,20381989,"381989 (2010 HR80)",N,19.87,0.4958,1.347,0.679,26.72,0.6302,571,1.56,0.105,APO
0.811,0.223,20385186,"385186 (1994 AW1)",Y,17.64,0.0756,1.105,1.021,24.10,0.8485,424,1.16,0.0182,AMO
3.2,0.080,20385268,"385268 (2001 RC12)",N,15.80,0.6428,3.21,1.146,27.41,0.1714,2.1e+03,5.75,0.153,AMO
1.359,0.334,20385343,"385343 (2002 LV)",Y,16.55,0.6051,2.314,0.914,29.53,0.2799,1.29e+03,3.52,0.00664,APO
1.597,0.110,20385402,"385402 (2002 WZ2)",N,17.17,0.8845,2.462,0.284,51.27,0.2551,1.41e+03,3.86,0.13,APO
0.367,0.128,20386454,"386454 (2008 XM)",Y,20.03,0.9092,1.222,0.111,5.44,0.7294,494,1.35,0.0046,APO
0.964,0.244,20386720,"386720 (2009 XC2)",N,17.04,0.5826,2.645,1.104,25.78,0.2291,1.57e+03,4.3,0.393,AMO
0.663,0.211,20386847,"386847 (2010 LR33)",Y,18.06,0.4625,1.692,0.909,5.83,0.4479,804,2.2,0.0291,APO
1.060,0.074,20387505,"387505 (1998 KN3)",Y,18.78,0.8734,1.542,0.195,2.29,0.5147,699,1.91,0.0183,APO
0.344,0.411,20387733,"387733 (2003 GS)",N,18.93,0.2186,0.8928,0.698,12.03,1.168,308,0.844,0.0857,ATE
0.366,0.132,20387746,"387746 (2003 MH4)",Y,20.13,0.5131,1.963,0.956,3.91,0.3584,1e+03,2.75,0.00218,APO
2.750,0.019,20388185,"388185 (2006 CX10)",N,17.79,0.5092,2.574,1.263,26.98,0.2386,1.51e+03,4.13,0.26,AMO
0.315,0.123,20388189,"388189 (2006 DS14)",N,20.53,0.3365,0.8638,0.573,26.54,1.228,293,0.803,0.155,ATE
0.378,0.196,20388838,"388838 (2008 EZ5)",N,19.62,0.5065,2.091,1.032,7.99,0.3259,1.1e+03,3.02,0.0806,AMO
0.451,0.456,20389694,"389694 (2011 QD48)",Y,18.20,0.4922,1.545,0.785,19.07,0.5131,702,1.92,0.018,APO
0.293,0.271,20390725,"390725 (2003 HB)",Y,19.69,0.3803,0.8497,0.527,18.12,1.258,286,0.783,0.0472,ATE
1.745,0.084,20391151,"391151 (2005 YY93)",N,17.23,0.8811,2.584,0.307,24.80,0.2373,1.52e+03,4.15,0.106,APO
0.412,0.415,20391211,"391211 (2006 HZ51)",Y,18.48,0.4500,1.898,1.044,12.41,0.3771,955,2.61,0.0335,AMO
0.774,0.062,20393359,"393359 (1998 ME3)",N,19.44,0.4836,2.179,1.125,6.01,0.3064,1.18e+03,3.22,0.111,AMO
0.551,0.048,20393569,"393569 (2003 JC13)",N,20.30,0.3152,1.066,0.730,8.51,0.8951,402,1.1,0.143,APO
1.218,0.157,20394130,"394130 (2006 HY51)",N,17.22,0.9684,2.589,0.082,33.53,0.2366,1.52e+03,4.17,0.113,APO
0.636,0.174,20394392,"394392 (2007 EP88)",N,18.37,0.8859,0.8373,0.096,20.73,1.286,280,0.766,0.143,ATE
0.636,0.124,20395143,"395143 (2010 CN1)",N,18.95,0.4390,1.499,0.841,20.97,0.5371,670,1.84,0.144,APO
0.724,0.022,20395207,"395207 (2010 HQ80)",Y,19.61,0.4897,1.568,0.800,27.84,0.5021,717,1.96,0.00938,APO
1.180,0.269,20397237,"397237 (2006 KZ112)",N,16.76,0.8872,2.523,0.285,37.85,0.246,1.46e+03,4.01,0.531,APO
0.462,0.137,20398188,"398188 Agni (2010 LE15)",Y,19.33,0.2733,0.8645,0.628,13.25,1.226,294,0.804,0.0219,ATE
0.669,0.039,20399325,"399325 (1999 GY5)",N,20.18,0.6148,1.146,0.442,24.43,0.8029,448,1.23,0.0631,APO
1.339,0.021,20399433,"399433 (2001 YK4)",N,18.58,0.7767,2.655,0.593,4.38,0.2279,1.58e+03,4.33,0.0646,APO
4.2,0.046,20401857,"401857 (2000 PG3)",N,16.14,0.8554,2.826,0.409,22.05,0.2075,1.74e+03,4.75,0.212,APO
0.475,0.342,20401925,"401925 (2002 AT15)",N,18.48,0.4752,1.894,0.994,36.38,0.3781,952,2.61,0.31,APO
0.772,0.429,20406952,"406952 (2009 KJ)",N,17.11,0.7175,1.241,0.351,32.95,0.713,505,1.38,0.0894,APO
0.281,0.141,20407324,"407324 (2010 OB101)",N,20.58,0.5225,1.617,0.772,9.13,0.4795,751,2.06,0.112,APO
0.399,0.278,20408751,"408751 (1987 SF3)",N,19.02,0.5344,2.254,1.049,3.35,0.2913,1.24e+03,3.38,0.0543,AMO
1.887,0.026,20409256,"409256 (2004 HO1)",N,18.42,0.5215,2.207,1.056,25.74,0.3007,1.2e+03,3.28,0.331,AMO
0.554,0.331,20409836,"409836 (2006 QY110)",Y,18.07,0.5742,1.924,0.819,6.40,0.3693,975,2.67,0.0319,APO
1.032,0.095,20410088,"410088 (2007 EJ)",N,18.20,0.6293,2.501,0.927,8.32,0.2492,1.44e+03,3.96,0.0573,APO
0.472,0.01,20410777,"410777 (2009 FD)",N,22.18,0.4931,1.164,0.590,3.12,0.7849,459,1.26,0.0021,APO
1.457,0.048,20410778,"410778 (2009 FG19)",Y,18.15,0.7190,2.911,0.818,54.50,0.1985,1.81e+03,4.97,0.0253,APO
0.159,0.121,20411165,"411165 (2010 DF1)",N,22.09,0.5028,1.599,0.795,20.09,0.4875,738,2.02,0.0428,APO
0.658,0.310,20411201,"411201 (2010 LJ14)",N,17.80,0.3418,1.626,1.070,12.03,0.4753,757,2.07,0.172,AMO
0.358,0.415,20411611,"411611 (2011 QF14)",N,18.75,0.4833,2.026,1.047,3.40,0.3419,1.05e+03,2.88,0.0811,AMO
1.237,0.301,20413038,"413038 (2001 MF1)",N,16.94,0.5770,2.649,1.121,23.97,0.2286,1.57e+03,4.31,0.341,AMO
1.258,0.030,20413123,"413123 (2001 XS1)",N,18.99,0.5562,2.672,1.186,10.94,0.2257,1.59e+03,4.37,0.205,AMO
2.160,0.043,20413192,"413192 (2002 VY94)",N,16.90,0.6571,3.245,1.113,9.12,0.1686,2.14e+03,5.85,0.174,AMO
1.900,0.023,20413421,"413421 (2004 VA15)",N,18.27,0.5846,2.903,1.206,17.82,0.1993,1.81e+03,4.95,0.236,AMO
0.659,0.049,20413820,"413820 (2006 QR89)",N,19.65,0.3672,1.889,1.195,9.24,0.3797,948,2.6,0.271,AMO
0.369,0.471,20414286,"414286 (2008 OC6)",Y,18.59,0.1992,0.9231,0.739,21.85,1.111,324,0.887,0.0306,ATE
1.974,0.038,20414287,"414287 (2008 OB9)",Y,17.73,0.7597,3.201,0.769,13.50,0.1721,2.09e+03,5.73,0.0125,APO
2.866,0.015,20414429,"414429 (2009 DC43)",N,18.02,0.4894,1.8,0.919,20.84,0.408,882,2.42,0.0953,APO
0.996,0.709,20414586,"414586 (2009 UV18)",N,16.13,0.6331,3.172,1.164,8.34,0.1744,2.06e+03,5.65,0.221,AMO
1.800,0.019,20414746,"414746 (2010 EH20)",N,17.86,0.5230,2.621,1.250,23.87,0.2323,1.55e+03,4.24,0.267,AMO
1.466,0.019,20414772,"414772 (2010 OC103)",N,19.14,0.6720,1.195,0.392,23.11,0.7549,477,1.31,0.333,APO
0.346,0.371,20415711,"415711 (1998 WT7)",N,19.01,0.1100,1.152,1.025,40.70,0.7973,452,1.24,0.0849,AMO
1.072,0.088,20415986,"415986 (2002 AT5)",N,18.03,0.5461,2.664,1.210,25.73,0.2266,1.59e+03,4.35,0.22,AMO
0.803,0.189,20416071,"416071 (2002 NV)",N,18.05,0.6171,2.666,1.021,22.27,0.2264,1.59e+03,4.35,0.307,AMO
2.538,0.036,20416567,"416567 (2004 EB)",N,17.13,0.6613,3.108,1.053,21.09,0.1798,2e+03,5.48,0.197,AMO
2.292,0.031,20416694,"416694 (2004 YR32)",N,17.69,0.6984,3.071,0.926,20.45,0.1832,1.97e+03,5.38,0.246,APO
0.906,0.031,20416801,"416801 (2005 GC120)",Y,19.64,0.4975,1.193,0.600,16.54,0.756,476,1.3,0.00561,APO
1.930,0.062,20417264,"417264 (2006 AT2)",N,17.05,0.6046,2.697,1.066,21.13,0.2226,1.62e+03,4.43,0.146,AMO
0.418,0.154,20417634,"417634 (2006 XG1)",Y,18.57,0.5956,2.458,0.994,20.49,0.2557,1.41e+03,3.85,0.0149,APO
0.890,0.042,20418094,"418094 (2007 WV4)",Y,19.67,0.4408,1.486,0.831,38.34,0.5439,662,1.81,0.019,APO
0.789,0.063,20418797,"418797 (2008 VF)",N,19.41,0.3258,0.9059,0.611,26.20,1.143,315,0.862,0.209,ATE
1.432,0.137,20418929,"418929 (2009 DM1)",N,17.03,0.6407,2.894,1.040,15.20,0.2002,1.8e+03,4.92,0.109,AMO
0.459,0.088,20419472,"419472 (2010 DW1)",Y,19.97,0.2002,1.225,0.980,23.77,0.727,495,1.36,0.00882,APO
0.357,0.084,20419624,"419624 (2010 SO16)",Y,20.44,0.0754,1.004,0.928,14.51,0.9798,367,1.01,0.0306,APO
0.982,0.026,20419880,"419880 (2011 AH37)",Y,19.83,0.6720,2.548,0.836,9.66,0.2423,1.49e+03,4.07,0.0353,APO
0.193,0.195,20422638,"422638 (1994 CB)",N,21.10,0.1451,1.149,0.983,18.26,0.7998,450,1.23,0.0545,APO
0.176,0.143,20422686,"422686 (2000 AC6)",Y,21.63,0.2865,0.8537,0.609,4.70,1.25,288,0.789,0.0462,ATE
0.619,0.220,20422699,"422699 (2000 PD3)",Y,18.28,0.5919,1.999,0.816,7.70,0.3488,1.03e+03,2.83,0.0271,APO
0.202,0.212,20423321,"423321 (2005 ED318)",Y,20.90,0.4502,1.85,1.017,2.39,0.3917,919,2.52,0.00676,AMO
2.314,0.027,20424089,"424089 (2007 DU103)",N,17.57,0.5016,2.463,1.227,23.26,0.255,1.41e+03,3.86,0.368,AMO
0.239,0.054,20424392,"424392 (2007 YJ)",N,22.12,0.2797,1.103,0.795,3.31,0.8505,423,1.16,0.0512,APO
2.525,0.101,20428223,"428223 (2006 WW)",N,16.01,0.8696,2.697,0.352,31.81,0.2225,1.62e+03,4.43,0.399,APO
2.498,0.041,20429073,"429073 (2009 ND1)",N,17.23,0.5710,2.733,1.172,11.83,0.2182,1.65e+03,4.52,0.264,AMO
0.448,0.463,20429382,"429382 (2010 NW117)",N,18.35,0.5328,2.354,1.100,3.41,0.273,1.32e+03,3.61,0.112,AMO
1.275,0.131,20429746,"429746 (2011 SA16)",N,17.27,0.5328,2.732,1.276,20.12,0.2183,1.65e+03,4.52,0.325,AMO
1.266,0.092,20431107,"431107 (2006 GU)",N,17.69,0.5840,2.698,1.123,17.70,0.2223,1.62e+03,4.43,0.154,AMO
0.259,0.115,20433953,"433953 (1997 XR2)",Y,20.92,0.2009,1.077,0.860,7.19,0.8824,408,1.12,0.0011,APO
0.827,0.144,20433992,"433992 (2000 HD74)",N,17.93,0.5979,2.918,1.173,49.25,0.1977,1.82e+03,4.99,0.274,AMO
0.528,0.431,20434096,"434096 (2002 GO5)",Y,18.15,0.7679,1.896,0.440,13.77,0.3776,953,2.61,0.0311,APO
1.150,0.019,20434632,"434632 (2005 WE)",N,19.88,0.2513,1.151,0.862,12.37,0.798,451,1.24,0.129,APO
0.310,0.039,20434633,"434633 (2005 WB1)",Y,20.71,0.3553,1.264,0.815,22.88,0.6939,519,1.42,0.0454,APO
0.997,0.031,20434740,"434740 (2006 GZ)",N,19.49,0.3798,1.527,0.947,12.48,0.5221,689,1.89,0.0828,APO
0.921,0.083,20435404,"435404 (2008 AT28)",N,18.63,0.4424,2.21,1.232,8.86,0.3,1.2e+03,3.28,0.292,AMO
0.295,0.296,20436030,"436030 (2009 JO2)",N,19.43,0.4784,0.8883,0.463,19.62,1.177,306,0.837,0.0567,ATE
0.369,0.205,20436324,"436324 (2010 GZ6)",N,19.44,0.1441,1.401,1.199,44.84,0.5941,606,1.66,0.309,AMO
0.452,0.378,20436325,"436325 (2010 GR7)",N,18.36,0.8456,1.831,0.283,24.13,0.3977,905,2.48,0.283,APO
