"diameter","albedo","spkid","full_name","pha","H","e","a","q","i","n","per","per_y","moid","class"
,,3580665,"       (2011 SE191)",N,25.09,0.6533,2.58,0.895,10.29,0.2378,1.51e+03,4.14,0.0181,APO
,,3580959,"       (2011 ST232)",N,21.40,0.4570,2.129,1.156,2.14,0.3172,1.13e+03,3.11,0.141,AMO
,,3580960,"       (2011 SU232)",N,20.06,0.4827,2.481,1.283,19.00,0.2522,1.43e+03,3.91,0.409,AMO
,,3581668,"       (2011 SE248)",N,22.40,0.4957,2.344,1.182,5.02,0.2746,1.31e+03,3.59,0.185,AMO
,,3580666,"       (2011 TB)",N,24.00,0.6042,2.377,0.941,10.57,0.269,1.34e+03,3.66,0.0512,APO
,,3580961,"       (2011 TH)",N,23.50,0.4474,1.719,0.950,5.08,0.4372,823,2.25,0.0574,APO
,,3580962,"       (2011 TJ)",N,21.16,0.6376,1.939,0.703,4.96,0.365,986,2.7,0.0528,APO
,,3580963,"       (2011 TK)",Y,21.50,0.6462,2.464,0.872,7.78,0.2548,1.41e+03,3.87,0.0268,APO
,,3580964,"       (2011 TO)",N,26.58,0.2800,0.9267,0.667,2.24,1.105,326,0.892,0.000307,ATE
,,3580965,"       (2011 TP)",N,26.50,0.4535,1.724,0.942,9.56,0.4354,827,2.26,0.0174,APO
,,3581505,"       (2011 TA4)",N,20.51,0.6493,3.098,1.086,19.67,0.1808,1.99e+03,5.45,0.108,AMO
,,3581506,"       (2011 TB4)",N,25.40,0.4557,1.307,0.711,6.73,0.6599,546,1.49,0.00684,APO
,,3581554,"       (2011 TH5)",N,26.50,0.2930,1.49,1.053,6.94,0.5419,664,1.82,0.054,AMO
,,3581555,"       (2011 TJ5)",N,26.10,0.4027,1.46,0.872,10.39,0.5587,644,1.76,0.0381,APO
,,3581556,"       (2011 TK5)",N,22.91,0.4341,0.8534,0.483,12.60,1.25,288,0.788,0.116,ATE
,,3581557,"       (2011 TL5)",N,21.25,0.3052,1.811,1.258,22.69,0.4045,890,2.44,0.293,AMO
,,3581598,"       (2011 TO6)",N,26.30,0.1542,1.218,1.030,12.49,0.7331,491,1.34,0.0671,AMO
,,3581599,"       (2011 TP6)",N,25.50,0.2247,1.321,1.024,2.59,0.6493,554,1.52,0.0463,AMO
,,3581657,"       (2011 TQ8)",N,24.50,0.5913,2.143,0.876,6.17,0.3142,1.15e+03,3.14,0.00961,APO
,,3581669,"       (2011 TX8)",Y,22.00,0.7084,0.9096,0.265,5.98,1.136,317,0.868,0.0127,ATE
,,3582010,"       (2011 TN9)",Y,21.39,0.4512,1.899,1.042,4.10,0.3767,956,2.62,0.0438,AMO
,,3582027,"       (2011 UB)",N,27.50,0.4777,1.929,1.007,1.88,0.368,978,2.68,0.0127,APO
,,3582040,"       (2011 UD)",N,20.70,0.7806,2.033,0.446,8.82,0.3401,1.06e+03,2.9,0.101,APO
,,3582041,"       (2011 UE)",N,25.02,0.4386,1.788,1.004,7.85,0.4123,873,2.39,0.0188,APO
,,3582056,"       (2011 UT)",N,25.79,0.5438,2.071,0.945,2.35,0.3307,1.09e+03,2.98,0.000183,APO
,,3582057,"       (2011 UU)",N,23.00,0.5538,2.583,1.152,6.80,0.2375,1.52e+03,4.15,0.158,AMO
,,3582083,"       (2011 UE10)",N,26.00,0.3809,1.653,1.023,3.56,0.4637,776,2.13,0.0274,AMO
,,3582084,"       (2011 UF10)",N,23.51,0.2954,1.29,0.909,9.98,0.6728,535,1.46,0.0667,APO
,,3582085,"       (2011 UG10)",N,25.10,0.5794,2.455,1.033,1.74,0.2562,1.41e+03,3.85,0.0335,AMO
,,3582086,"       (2011 UH10)",N,27.10,0.3158,1.464,1.001,3.35,0.5566,647,1.77,0.0209,APO
,,3582087,"       (2011 UJ10)",N,24.90,0.6056,2.809,1.108,1.71,0.2093,1.72e+03,4.71,0.112,AMO
,,3582088,"       (2011 UK10)",N,25.10,0.2593,1.229,0.911,6.08,0.723,498,1.36,0.000728,APO
,,3582089,"       (2011 UL10)",N,25.10,0.6092,1.931,0.755,0.84,0.3674,980,2.68,0.00788,APO
,,3582137,"       (2011 UG20)",Y,21.44,0.6867,1.124,0.352,18.99,0.8268,435,1.19,0.00507,APO
,,3582138,"       (2011 UH20)",Y,21.10,0.3361,1.231,0.817,35.77,0.7217,499,1.37,0.0109,APO
,,3582139,"       (2011 UJ20)",N,23.30,0.2353,1.5,1.147,9.22,0.5367,671,1.84,0.166,AMO
,,3582140,"       (2011 UN20)",N,23.10,0.3167,1.572,1.074,13.10,0.4999,720,1.97,0.0996,AMO
,,3582141,"       (2011 UP20)",N,22.70,0.2904,1.678,1.191,9.58,0.4533,794,2.17,0.235,AMO
,,3582142,"       (2011 UQ20)",N,24.40,0.3230,1.579,1.069,2.67,0.4967,725,1.98,0.0681,AMO
,,3582145,"       (2011 UD21)",N,28.50,0.0304,0.9786,0.949,1.06,1.018,354,0.968,0.00323,ATE
,,3582230,"       (2011 UE21)",N,20.40,0.7325,2.23,0.597,44.74,0.2959,1.22e+03,3.33,0.0932,APO
,,3582231,"       (2011 UF21)",N,19.56,0.4073,1.519,0.901,21.38,0.5263,684,1.87,0.0631,APO
,,3582232,"       (2011 UG21)",N,19.37,0.5470,0.9369,0.424,14.57,1.087,331,0.907,0.129,ATE
,,3582233,"       (2011 UH21)",N,23.05,0.4544,1.959,1.069,3.40,0.3593,1e+03,2.74,0.0947,AMO
,,3582236,"       (2011 UJ21)",N,23.80,0.2746,0.9719,0.705,27.74,1.029,350,0.958,0.0307,ATE
,,3582234,"       (2011 UK21)",N,25.20,0.4312,1.723,0.980,7.70,0.4359,826,2.26,0.00868,APO
,,3582510,"       (2011 UP63)",N,23.80,0.1212,1.077,0.946,11.33,0.8824,408,1.12,0.0405,APO
,,3582511,"       (2011 UQ63)",N,24.20,0.5210,1.762,0.844,9.06,0.4213,855,2.34,0.00234,APO
,,3582512,"       (2011 UR63)",N,25.80,0.5953,2.234,0.904,4.05,0.2953,1.22e+03,3.34,0.00807,APO
,,3582513,"       (2011 US63)",N,17.99,0.7805,3.02,0.663,20.54,0.1878,1.92e+03,5.25,0.0647,APO
,,3582514,"       (2011 UT63)",N,24.80,0.2883,1.437,1.023,21.74,0.5721,629,1.72,0.0323,AMO
,,3582515,"       (2011 UU63)",N,24.30,0.5371,1.619,0.749,10.87,0.4786,752,2.06,0.0256,APO
,,3582516,"       (2011 UV63)",Y,21.92,0.1338,1.193,1.033,9.79,0.7568,476,1.3,0.0329,AMO
,,3582517,"       (2011 UW63)",N,22.40,0.3989,1.758,1.057,26.37,0.4227,852,2.33,0.0774,AMO
,,3582518,"       (2011 UX63)",N,24.50,0.5125,2.27,1.106,5.40,0.2883,1.25e+03,3.42,0.107,AMO
,,3582519,"       (2011 UY63)",N,22.21,0.4106,1.252,0.738,21.71,0.7032,512,1.4,0.133,APO
,,3582520,"       (2011 UZ63)",N,22.39,0.2870,1.777,1.267,20.84,0.4162,865,2.37,0.275,AMO
,,3582521,"       (2011 UA64)",N,27.10,0.6217,2.269,0.858,6.36,0.2884,1.25e+03,3.42,0.0109,APO
,,3582522,"       (2011 UB64)",N,25.00,0.2736,1.439,1.045,5.74,0.5708,631,1.73,0.0505,AMO
,,3582523,"       (2011 UC64)",N,27.90,0.4626,1.071,0.576,3.93,0.8889,405,1.11,0.00154,APO
,,3582524,"       (2011 UD64)",N,25.30,0.3127,1.277,0.877,10.55,0.6834,527,1.44,0.0274,APO
,,3582663,"       (2011 UN91)",N,25.60,0.6494,2.332,0.818,6.09,0.2767,1.3e+03,3.56,0.0274,APO
,,3582664,"       (2011 UO91)",N,25.36,0.3948,1.199,0.725,5.66,0.751,479,1.31,0.0126,APO
,,3582665,"       (2011 UP91)",N,21.90,0.4825,2.052,1.062,7.00,0.3352,1.07e+03,2.94,0.128,AMO
,,3582666,"       (2011 UQ91)",N,20.86,0.4067,1.999,1.186,38.48,0.3487,1.03e+03,2.83,0.334,AMO
,,3582667,"       (2011 UR91)",N,24.30,0.5070,1.716,0.846,27.76,0.4385,821,2.25,0.107,APO
,,3582668,"       (2011 US91)",N,22.30,0.2395,1.036,0.788,29.37,0.9344,385,1.05,0.0748,APO
,,3582669,"       (2011 UT91)",N,23.03,0.4098,1.363,0.805,13.56,0.6193,581,1.59,0.00723,APO
,,3582864,"       (2011 UV114)",N,25.90,0.2473,1.4,1.054,14.29,0.5953,605,1.66,0.0584,AMO
,,3582865,"       (2011 UW114)",N,21.93,0.5370,2.69,1.245,5.91,0.2234,1.61e+03,4.41,0.25,AMO
,,3582866,"       (2011 UX114)",N,22.29,0.5309,2.481,1.164,5.89,0.2522,1.43e+03,3.91,0.181,AMO
,,3582867,"       (2011 UY114)",N,23.65,0.0956,1.184,1.071,9.11,0.765,471,1.29,0.139,AMO
,,3582868,"       (2011 UZ114)",N,25.50,0.4842,1.906,0.983,1.24,0.3745,961,2.63,0.00707,APO
,,3582869,"       (2011 UA115)",N,24.70,0.6238,2.571,0.967,0.63,0.2391,1.51e+03,4.12,0.00852,APO
,,3582870,"       (2011 UB115)",N,24.01,0.4236,1.784,1.028,12.59,0.4136,870,2.38,0.138,AMO
,,3583386,"       (2011 UC115)",N,22.43,0.4884,2.51,1.284,17.18,0.2479,1.45e+03,3.98,0.316,AMO
,,3582871,"       (2011 UD115)",N,22.50,0.4598,1.705,0.921,4.57,0.4429,813,2.23,0.0535,APO
,,3582873,"       (2011 UB131)",N,21.42,0.8126,2.92,0.547,14.28,0.1975,1.82e+03,4.99,0.137,APO
,,3583428,"       (2011 UL147)",N,21.90,0.4714,2.293,1.212,4.66,0.2839,1.27e+03,3.47,0.227,AMO
,,3583429,"       (2011 UM147)",N,18.61,0.5357,2.664,1.237,6.45,0.2267,1.59e+03,4.35,0.247,AMO
,,3583690,"       (2011 UU158)",N,19.54,0.4008,2.14,1.282,8.83,0.3149,1.14e+03,3.13,0.326,AMO
,,3583691,"       (2011 UV158)",N,22.13,0.4967,1.808,0.910,5.62,0.4054,888,2.43,0.0303,APO
,,3583808,"       (2011 UG169)",N,25.74,0.2193,1.385,1.081,1.58,0.6049,595,1.63,0.093,AMO
,,3583809,"       (2011 UH169)",N,21.20,0.5258,2.702,1.281,11.00,0.2219,1.62e+03,4.44,0.285,AMO
,,3583812,"       (2011 UJ169)",N,25.20,0.2182,1.328,1.039,10.52,0.6438,559,1.53,0.0464,AMO
,,3583810,"       (2011 UL169)",N,28.27,0.3775,1.46,0.909,6.81,0.5584,645,1.76,0.00087,APO
,,3583811,"       (2011 UM169)",N,25.00,0.5251,1.698,0.806,6.26,0.4455,808,2.21,0.00357,APO
,,3583978,"       (2011 UB190)",N,24.20,0.2640,1.258,0.926,14.56,0.6985,515,1.41,0.0663,APO
,,3583979,"       (2011 UC190)",N,26.10,0.5534,2.111,0.943,8.11,0.3213,1.12e+03,3.07,0.0031,APO
,,3584135,"       (2011 UX192)",N,18.45,0.7953,1.489,0.305,55.59,0.5422,664,1.82,0.612,APO
,,3584136,"       (2011 UY192)",N,24.50,0.4294,1.204,0.687,4.82,0.746,483,1.32,0.0134,APO
,,3584137,"       (2011 UA193)",N,24.70,0.5905,2.504,1.026,11.96,0.2487,1.45e+03,3.96,0.0321,AMO
,,3585280,"       (2011 UR255)",N,19.79,0.3269,1.871,1.259,21.27,0.3851,935,2.56,0.436,AMO
,,3584575,"       (2011 UW255)",N,23.88,0.4920,1.38,0.701,9.71,0.6077,592,1.62,0.00719,APO
,,3584576,"       (2011 UX255)",N,27.40,0.7878,1.932,0.410,7.83,0.367,981,2.69,0.000841,APO
,,3584577,"       (2011 UY255)",N,22.96,0.3190,1.349,0.919,8.04,0.6288,573,1.57,0.0751,APO
,,3584578,"       (2011 UZ255)",N,23.30,0.5782,2.037,0.859,3.47,0.339,1.06e+03,2.91,0.0036,APO
,,3584579,"       (2011 UD256)",N,19.90,0.5989,1.458,0.585,47.06,0.5599,643,1.76,0.361,APO
,,3584580,"       (2011 UE256)",N,19.55,0.8019,2.67,0.529,11.68,0.226,1.59e+03,4.36,0.107,APO
,,3584581,"       (2011 UF256)",N,22.17,0.6775,3.724,1.201,42.97,0.1371,2.63e+03,7.19,0.257,AMO
,,3584583,"       (2011 UX275)",N,25.80,0.0765,1.035,0.956,4.54,0.9362,385,1.05,0.0202,APO
,,3584584,"       (2011 UY275)",N,26.10,0.3243,1.03,0.696,7.72,0.9433,382,1.04,0.0388,APO
,,3584585,"       (2011 UZ275)",N,23.60,0.1873,1.287,1.046,8.51,0.6751,533,1.46,0.0569,AMO
,,3584586,"       (2011 UA276)",N,24.90,0.3574,1.675,1.077,10.09,0.4545,792,2.17,0.0921,AMO
,,3584587,"       (2011 UB276)",N,23.13,0.3799,1.506,0.934,19.49,0.5334,675,1.85,0.109,APO
,,3584588,"       (2011 UC276)",N,26.40,0.4850,2.02,1.040,6.78,0.3434,1.05e+03,2.87,0.0512,AMO
,,3585470,"       (2011 UE305)",Y,21.23,0.6704,2.422,0.798,4.72,0.2615,1.38e+03,3.77,0.0135,APO
,,3585468,"       (2011 VA)",N,23.90,0.3321,1.487,0.993,12.26,0.5433,663,1.81,0.0599,APO
,,3585469,"       (2011 VB)",N,24.90,0.6123,2.738,1.062,1.39,0.2175,1.66e+03,4.53,0.0756,AMO
,,3585731,"       (2011 VH5)",N,21.46,0.4172,1.321,0.770,8.02,0.6489,555,1.52,0.119,APO
,,3586021,"       (2011 VO5)",N,21.80,0.4550,1.902,1.037,8.08,0.3757,958,2.62,0.088,AMO
,,3586022,"       (2011 VP5)",N,22.70,0.4792,2.464,1.283,3.04,0.2548,1.41e+03,3.87,0.293,AMO
3.079,0.012,3586024,"       (2011 VR5)",N,18.09,0.5186,2.507,1.207,12.09,0.2483,1.45e+03,3.97,0.274,AMO
,,3586026,"       (2011 VT5)",N,25.50,0.6137,1.676,0.648,1.73,0.4541,793,2.17,0.0126,APO
,,3586027,"       (2011 VU5)",Y,20.09,0.5568,2.199,0.975,30.47,0.3022,1.19e+03,3.26,0.0166,APO
,,3586029,"       (2011 VW5)",N,18.95,0.5457,2.389,1.085,16.68,0.267,1.35e+03,3.69,0.101,AMO
,,3587870,"       (2011 VF9)",N,23.00,0.3183,1.758,1.199,23.10,0.4227,852,2.33,0.215,AMO
,,3587871,"       (2011 VG9)",N,22.38,0.7757,2.277,0.511,1.27,0.2868,1.26e+03,3.44,0.00662,APO
,,3588019,"       (2011 VP12)",N,21.21,0.4506,1.981,1.088,8.35,0.3535,1.02e+03,2.79,0.105,AMO
,,3587872,"       (2011 WA)",N,21.68,0.2857,0.8447,0.603,30.39,1.27,284,0.776,0.0504,ATE
,,3587873,"       (2011 WB)",N,25.90,0.4252,1.76,1.012,6.18,0.422,853,2.34,0.0353,APO
,,3587874,"       (2011 WC)",N,22.74,0.0983,1.203,1.085,9.40,0.7469,482,1.32,0.14,AMO
,,3587875,"       (2011 WD)",N,25.92,0.2288,1.361,1.049,5.67,0.621,580,1.59,0.0733,AMO
,,54502909,"       (2011 WE)",N,27.94,0.0563,1.055,0.995,0.10,0.91,396,1.08,0.00764,APO
,,3588015,"       (2011 WN2)",N,25.20,0.5900,2.397,0.983,5.42,0.2656,1.36e+03,3.71,0.0221,APO
,,3588016,"       (2011 WO2)",N,25.40,0.5670,1.886,0.817,1.53,0.3806,946,2.59,0.00895,APO
,,3588017,"       (2011 WQ2)",N,26.10,0.5882,2.368,0.975,3.86,0.2705,1.33e+03,3.64,0.00563,APO
,,3588018,"       (2011 WR2)",N,25.30,0.3924,1.082,0.657,12.50,0.8759,411,1.13,0.0398,APO
,,3588022,"       (2011 WU2)",N,24.77,0.0438,1.184,1.132,3.04,0.7655,470,1.29,0.146,AMO
,,3588023,"       (2011 WV2)",N,20.59,0.1597,1.529,1.285,22.68,0.5214,690,1.89,0.36,AMO
,,3588062,"       (2011 WP4)",N,27.15,0.4142,1.359,0.796,0.95,0.622,579,1.58,0.00384,APO
,,3588063,"       (2011 WQ4)",N,27.40,0.4702,1.807,0.958,0.19,0.4056,888,2.43,0.0018,APO
,,3588064,"       (2011 WU4)",N,22.50,0.5193,1.94,0.932,6.27,0.3648,987,2.7,0.084,APO
,,3588065,"       (2011 WV4)",N,22.79,0.2993,1.189,0.833,11.84,0.7602,474,1.3,0.0271,APO
,,3588388,"       (2011 WH5)",N,23.20,0.4539,2.32,1.267,9.70,0.2789,1.29e+03,3.53,0.279,AMO
,,3588389,"       (2011 WK5)",N,23.50,0.5151,2.21,1.071,5.89,0.3001,1.2e+03,3.28,0.0866,AMO
,,3588534,"       (2011 WK14)",N,21.73,0.2439,1.689,1.277,1.96,0.4491,802,2.19,0.292,AMO
,,3588783,"       (2011 WH15)",N,20.13,0.7226,2.113,0.586,22.04,0.3208,1.12e+03,3.07,0.308,APO
,,3588784,"       (2011 WJ15)",N,25.20,0.7890,2.308,0.487,14.89,0.2812,1.28e+03,3.51,0.00482,APO
,,3588787,"       (2011 WK15)",N,19.73,0.4712,1.992,1.053,7.02,0.3506,1.03e+03,2.81,0.113,AMO
,,3588846,"       (2011 WE32)",N,20.48,0.4843,2.38,1.228,22.46,0.2684,1.34e+03,3.67,0.28,AMO
,,3588847,"       (2011 WF32)",N,22.40,0.5866,2.74,1.133,14.55,0.2173,1.66e+03,4.54,0.215,AMO
,,3588898,"       (2011 WB39)",N,23.50,0.4259,1.737,0.997,10.65,0.4306,836,2.29,0.136,APO
,,3588899,"       (2011 WC39)",N,22.90,0.2884,1.484,1.056,9.05,0.5455,660,1.81,0.0843,AMO
,,3588900,"       (2011 WD39)",N,19.35,0.5411,1.302,0.598,59.50,0.6634,543,1.49,0.412,APO
,,3589133,"       (2011 WP41)",N,24.20,0.5409,1.947,0.894,11.49,0.3628,992,2.72,0.0678,APO
,,3589134,"       (2011 WQ41)",N,22.72,0.3642,1.814,1.153,3.13,0.4033,893,2.44,0.156,AMO
,,3589135,"       (2011 WR41)",N,25.12,0.3457,0.8118,0.531,5.22,1.348,267,0.731,0.0405,ATE
,,3589136,"       (2011 WC44)",N,20.50,0.6985,2.415,0.728,20.72,0.2626,1.37e+03,3.75,0.0979,APO
,,3589137,"       (2011 WE44)",N,20.53,0.4293,2.177,1.242,21.60,0.3068,1.17e+03,3.21,0.261,AMO
,,3589138,"       (2011 WF44)",N,25.30,0.5881,1.905,0.785,3.80,0.3748,960,2.63,0.00306,APO
,,3589139,"       (2011 WG44)",N,23.00,0.1652,1.416,1.182,14.53,0.5847,616,1.69,0.201,AMO
,,3589296,"       (2011 WL46)",N,20.80,0.4935,2.366,1.198,22.86,0.2708,1.33e+03,3.64,0.215,AMO
,,3589298,"       (2011 WN46)",Y,21.09,0.4145,1.146,0.671,26.57,0.8036,448,1.23,0.0453,APO
,,3589299,"       (2011 WO46)",N,24.90,0.4101,1.531,0.903,3.59,0.5205,692,1.89,0.032,APO
,,3589300,"       (2011 WP46)",N,19.93,0.3803,1.83,1.134,32.12,0.3982,904,2.48,0.314,AMO
,,3589301,"       (2011 WQ46)",N,24.04,0.3676,1.657,1.048,1.08,0.4619,779,2.13,0.0663,AMO
,,3589302,"       (2011 WR46)",Y,20.00,0.8948,2.473,0.260,4.87,0.2535,1.42e+03,3.89,0.0278,APO
,,3589303,"       (2011 WS46)",N,23.90,0.4678,1.218,0.648,21.26,0.7331,491,1.34,0.0236,APO
,,3589543,"       (2011 WL69)",N,19.40,0.6149,2.841,1.094,10.47,0.2058,1.75e+03,4.79,0.116,AMO
,,3589544,"       (2011 WN69)",N,26.20,0.7800,2.515,0.553,6.04,0.2471,1.46e+03,3.99,0.000567,APO
,,3589545,"       (2011 WP69)",N,23.03,0.3631,1.698,1.081,13.70,0.4456,808,2.21,0.107,AMO
,,3589546,"       (2011 WR69)",N,24.70,0.3554,1.298,0.836,18.28,0.6667,540,1.48,0.0393,APO
,,3589591,"       (2011 WS74)",N,23.90,0.3530,0.9763,0.632,13.69,1.022,352,0.965,0.0212,ATE
,,3589592,"       (2011 WU74)",N,26.30,0.6666,2.097,0.699,5.91,0.3245,1.11e+03,3.04,0.00398,APO
,,3589593,"       (2011 WV74)",N,27.60,0.6626,2.048,0.691,7.09,0.3362,1.07e+03,2.93,0.00846,APO
,,3589714,"       (2011 WS95)",N,24.90,0.5347,2.052,0.955,1.21,0.3352,1.07e+03,2.94,0.0151,APO
,,3589716,"       (2011 WV95)",N,24.40,0.4496,1.777,0.978,2.36,0.4159,866,2.37,0.00878,APO
,,3589717,"       (2011 WW95)",N,23.20,0.2066,1.307,1.037,35.74,0.6592,546,1.5,0.186,AMO
,,3589718,"       (2011 WA96)",N,20.27,0.3535,1.685,1.089,13.06,0.4507,799,2.19,0.21,AMO
,,3589719,"       (2011 WB96)",N,23.40,0.2365,1.361,1.039,16.83,0.6207,580,1.59,0.0675,AMO
,,3590075,"       (2011 XC)",N,20.98,0.1342,1.256,1.088,21.60,0.6998,514,1.41,0.172,AMO
,,3590076,"       (2011 XD)",N,24.00,0.3391,1.281,0.847,9.48,0.6794,530,1.45,0.0474,APO
,,3590078,"       (2011 XF)",N,22.60,0.4333,2.226,1.261,6.13,0.2968,1.21e+03,3.32,0.278,AMO
,,3590183,"       (2011 XD1)",N,23.90,0.4536,1.814,0.991,4.19,0.4033,893,2.44,0.0241,APO
,,3590304,"       (2011 XL1)",N,22.20,0.5069,2.635,1.299,11.20,0.2305,1.56e+03,4.28,0.346,AMO
,,3590911,"       (2011 XC2)",N,23.20,0.5805,2.002,0.840,28.81,0.348,1.03e+03,2.83,0.000334,APO
,,3591267,"       (2011 XS2)",N,18.20,0.7408,1.641,0.425,30.81,0.4691,767,2.1,0.0885,APO
,,3591407,"       (2011 XA3)",Y,20.46,0.9258,1.467,0.109,28.12,0.5549,649,1.78,0.0328,APO
,,3591409,"       (2011 YC)",N,24.60,0.3734,1.687,1.057,14.04,0.4499,800,2.19,0.073,AMO
,,3591447,"       (2011 YQ1)",N,25.60,0.5485,1.934,0.873,1.72,0.3665,982,2.69,0.00251,APO
,,3591465,"       (2011 YW1)",N,19.75,0.3266,1.81,1.219,34.95,0.4046,890,2.44,0.238,AMO
,,3591595,"       (2011 YE6)",Y,21.00,0.7291,2.814,0.762,3.06,0.2087,1.72e+03,4.72,0.0435,APO
,,3591611,"       (2011 YG6)",Y,21.09,0.2989,1.165,0.817,28.06,0.7842,459,1.26,0.0239,APO
,,3591612,"       (2011 YH6)",N,21.79,0.5526,2.528,1.131,11.12,0.2453,1.47e+03,4.02,0.173,AMO
,,3591613,"       (2011 YJ6)",N,23.90,0.2204,1.291,1.007,17.26,0.6717,536,1.47,0.0577,APO
,,3591614,"       (2011 YK6)",N,23.40,0.5775,2.046,0.864,5.85,0.3369,1.07e+03,2.93,0.00169,APO
,,3591615,"       (2011 YL6)",N,21.33,0.4846,2.344,1.208,9.00,0.2747,1.31e+03,3.59,0.247,AMO
,,3591616,"       (2011 YP10)",N,23.94,0.1722,1.211,1.002,9.29,0.7397,487,1.33,0.0705,APO
,,3591617,"       (2011 YQ10)",N,19.09,0.5215,2.242,1.073,2.40,0.2936,1.23e+03,3.36,0.0783,AMO
,,3591641,"       (2011 YW10)",N,24.64,0.4430,0.8648,0.482,2.93,1.226,294,0.804,0.00866,ATE
,,3591642,"       (2011 YX10)",N,21.56,0.3307,0.9541,0.639,25.23,1.058,340,0.932,0.242,ATE
,,3591643,"       (2011 YY10)",N,24.30,0.2907,1.576,1.118,24.74,0.4983,723,1.98,0.136,AMO
,,3591688,"       (2011 YW15)",N,24.70,0.3287,1.484,0.996,5.05,0.5455,660,1.81,0.013,APO
,,3591689,"       (2011 YX15)",N,25.50,0.1628,1.126,0.943,12.82,0.8244,437,1.2,0.0166,APO
,,3591720,"       (2011 YG28)",N,21.40,0.6258,2.779,1.040,12.34,0.2127,1.69e+03,4.63,0.0838,AMO
,,3591721,"       (2011 YH28)",Y,20.55,0.7168,2.611,0.739,8.74,0.2336,1.54e+03,4.22,0.0033,APO
,,3591722,"       (2011 YJ28)",Y,21.32,0.0926,1.06,0.962,27.08,0.9036,398,1.09,0.0212,APO
,,3591723,"       (2011 YK28)",N,23.60,0.1734,1.339,1.107,16.05,0.636,566,1.55,0.131,AMO
,,3591724,"       (2011 YL28)",N,25.00,0.3579,1.419,0.911,4.42,0.5829,618,1.69,0.00407,APO
,,3591749,"       (2011 YY28)",N,21.30,0.6797,3.424,1.097,7.37,0.1556,2.31e+03,6.34,0.153,AMO
,,3591750,"       (2011 YZ28)",N,22.47,0.4739,2.242,1.180,9.96,0.2935,1.23e+03,3.36,0.216,AMO
,,3591751,"       (2011 YA29)",N,24.99,0.2326,1.259,0.966,23.16,0.6978,516,1.41,0.0676,APO
,,3591752,"       (2011 YB29)",N,23.72,0.6001,2.634,1.053,3.57,0.2305,1.56e+03,4.28,0.077,AMO
,,3591753,"       (2011 YC29)",N,22.32,0.1565,1.23,1.037,23.06,0.7227,498,1.36,0.0593,AMO
,,3591754,"       (2011 YD29)",N,26.30,0.3089,0.7659,0.529,6.97,1.47,245,0.67,0.0153,ATE
,,3591755,"       (2011 YE29)",N,24.60,0.0471,1.044,0.995,25.04,0.924,390,1.07,0.0119,APO
0.424,0.225,3591756,"       (2011 YB40)",N,19.17,0.5933,2.556,1.039,32.73,0.2413,1.49e+03,4.09,0.159,AMO
,,3591757,"       (2011 YC40)",N,29.64,0.4204,1.437,0.833,6.44,0.572,629,1.72,0.000522,APO
,,3591758,"       (2011 YD40)",N,21.00,0.3082,1.858,1.285,34.28,0.3893,925,2.53,0.498,AMO
,,3591759,"       (2011 YE40)",N,25.20,0.1718,1.214,1.005,23.21,0.7372,488,1.34,0.0218,APO
,,3591760,"       (2011 YH40)",N,22.90,0.3277,1.397,0.939,11.34,0.5967,603,1.65,0.0118,APO
,,3591884,"       (2011 YT62)",N,22.29,0.1937,1.199,0.967,6.14,0.751,479,1.31,0.0182,APO
,,3591885,"       (2011 YU62)",N,17.58,0.6966,2.816,0.854,20.31,0.2086,1.73e+03,4.73,0.144,APO
,,3591886,"       (2011 YV62)",Y,21.30,0.5999,1.636,0.655,7.79,0.4709,765,2.09,0.00358,APO
,,3591887,"       (2011 YW62)",N,23.40,0.4070,2.014,1.194,3.09,0.3448,1.04e+03,2.86,0.214,AMO
,,3591888,"       (2011 YX62)",N,22.98,0.9268,2.528,0.185,8.62,0.2453,1.47e+03,4.02,0.0489,APO
,,3591889,"       (2011 YY62)",N,22.90,0.6594,2.461,0.838,5.45,0.2553,1.41e+03,3.86,0.00205,APO
,,3591890,"       (2011 YZ62)",N,25.70,0.4625,1.937,1.041,1.75,0.3656,985,2.7,0.0633,AMO
,,3591891,"       (2011 YA63)",N,24.60,0.2498,1.438,1.079,1.31,0.5715,630,1.72,0.095,AMO
,,3591892,"       (2011 YB63)",N,29.80,0.5132,1.951,0.950,1.49,0.3618,995,2.72,0.00203,APO
,,3591893,"       (2011 YC63)",N,29.00,0.5965,1.533,0.619,10.41,0.5193,693,1.9,0.00124,APO
,,3592014,"       (2011 YL63)",N,20.91,0.8472,1.848,0.282,19.06,0.3924,917,2.51,0.166,APO
,,3592015,"       (2011 YM63)",N,22.10,0.5275,2.275,1.075,1.41,0.2872,1.25e+03,3.43,0.0873,AMO
,,3596097,"       (2011 YU74)",N,22.85,0.2588,1.279,0.948,1.99,0.6818,528,1.45,0.0208,APO
,,3591894,"       (2012 AQ)",N,30.70,0.1030,1.069,0.959,2.85,0.8919,404,1.11,0.000214,APO
,,3592016,"       (2012 AW)",N,22.02,0.2896,1.163,0.826,14.03,0.7855,458,1.25,0.121,APO
,,3592017,"       (2012 AX)",N,23.80,0.5060,2.06,1.017,7.13,0.3335,1.08e+03,2.96,0.0722,AMO
,,3592018,"       (2012 AY)",N,22.41,0.2654,1.228,0.902,20.55,0.7246,497,1.36,0.0905,APO
